institution_id,MacroCategory,n_papers,doi_list
I59553526,Meshes & Volume Rendering,7,"[""10.1109/tvcg.2018.2864852"", ""10.1109/visual.1990.146378"", ""10.1109/visual.1993.398862"", ""10.1109/visual.1995.480818"", ""10.1109/visual.2001.964552"", ""10.1109/visual.2003.1250382"", ""10.1109/visual.2004.24""]"
I59553526,Surgical Planning & Tomography,10,"[""10.1109/tvcg.2020.3030384"", ""10.1109/tvcg.2022.3209361"", ""10.1109/vast.2008.4677352"", ""10.1109/visual.1994.346319"", ""10.1109/visual.1996.567603"", ""10.1109/visual.1997.663900"", ""10.1109/visual.2000.885702"", ""10.1109/visual.2002.1183775"", ""10.1109/visual.2003.1250388"", ""10.1109/visual.2004.63""]"
I59553526,Time Series & Temporal Patterns,6,"[""10.1109/tvcg.2013.190"", ""10.1109/tvcg.2016.2598479"", ""10.1109/tvcg.2021.3114851"", ""10.1109/tvcg.2022.3209392"", ""10.1109/vast.2007.4388999"", ""10.1109/vast47406.2019.8986923""]"
I59553526,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/tvcg.2018.2865026""]"
I59857034,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2005.1532783""]"
I60200437,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2013.120""]"
I60488453,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2012.189"", ""10.1109/tvcg.2013.132"", ""10.1109/tvcg.2013.211"", ""10.1109/vast.2016.7883515""]"
I60488453,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2016.2598495""]"
I6059380,Diffusion MRI & Tractography,1,"[""10.1109/infvis.2002.1173156""]"
I60922564,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2022.3209462""]"
I60922564,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2020.3030380""]"
I61057504,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2012.242""]"
I61937129,Meshes & Volume Rendering,1,"[""10.1109/visual.2001.964559""]"
I62318514,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2014.2346324""]"
I62318514,Flow Fields & CFD Visualization,3,"[""10.1109/tvcg.2019.2934370"", ""10.1109/tvcg.2019.2934669"", ""10.1109/tvcg.2021.3114802""]"
I62318514,Meshes & Volume Rendering,3,"[""10.1109/scivis.2015.7429490"", ""10.1109/visual.2001.964494"", ""10.1109/visual.2004.32""]"
I62318514,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2018.2864498""]"
I62916508,Diffusion MRI & Tractography,2,"[""10.1109/tvcg.2021.3114769"", ""10.1109/visual.2005.1532780""]"
I62916508,Dimensionality Reduction & Multivariate Plots,9,"[""10.1109/tvcg.2008.120"", ""10.1109/tvcg.2009.184"", ""10.1109/tvcg.2011.189"", ""10.1109/tvcg.2014.2346317"", ""10.1109/tvcg.2014.2346448"", ""10.1109/tvcg.2016.2598868"", ""10.1109/tvcg.2017.2743989"", ""10.1109/tvcg.2017.2745178"", ""10.1109/vast.2015.7347634""]"
I62916508,Meshes & Volume Rendering,4,"[""10.1109/tvcg.2009.142"", ""10.1109/tvcg.2009.154"", ""10.1109/tvcg.2010.148"", ""10.1109/tvcg.2010.168""]"
I62916508,Surgical Planning & Tomography,1,"[""10.1109/visual.2003.1250384""]"
I63533367,Meshes & Volume Rendering,1,"[""10.1109/visual.2000.885742""]"
I63966007,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2013.137""]"
I63966007,Dimensionality Reduction & Multivariate Plots,10,"[""10.1109/infvis.2000.885096"", ""10.1109/tvcg.2012.218"", ""10.1109/tvcg.2020.3030372"", ""10.1109/tvcg.2020.3030391"", ""10.1109/tvcg.2023.3326598"", ""10.1109/tvcg.2024.3456353"", ""10.1109/vast.2006.261415"", ""10.1109/visual.1997.663902"", ""10.1109/visual.1998.745286"", ""10.1109/visual.2004.91""]"
I63966007,Flow Fields & CFD Visualization,4,"[""10.1109/tvcg.2013.234"", ""10.1109/tvcg.2015.2467732"", ""10.1109/tvcg.2020.3030367"", ""10.1109/vast.2016.7883517""]"
I63966007,Meshes & Volume Rendering,4,"[""10.1109/tvcg.2021.3114832"", ""10.1109/visual.1991.175837"", ""10.1109/visual.1997.663910"", ""10.1109/visual.2004.47""]"
I63966007,Surgical Planning & Tomography,3,"[""10.1109/tvcg.2019.2934281"", ""10.1109/tvcg.2021.3114836"", ""10.1109/tvcg.2024.3456371""]"
I63966007,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2017.2745085""]"
I63966007,Twitter & Social Media,1,"[""10.1109/visual.1993.398863""]"
I65837984,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2020.3028889""]"
I66862912,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/infvis.1995.528688"", ""10.1109/infvis.2003.1249025"", ""10.1109/vast.2007.4389013""]"
I66867065,Dimensionality Reduction & Multivariate Plots,6,"[""10.1109/tvcg.2017.2745320"", ""10.1109/tvcg.2018.2864885"", ""10.1109/tvcg.2019.2934806"", ""10.1109/tvcg.2020.3030343"", ""10.1109/tvcg.2021.3114762"", ""10.1109/vast.2007.4389003""]"
I66867065,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2021.3114761""]"
I66867065,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2023.3326597""]"
I66906201,Meshes & Volume Rendering,1,"[""10.1109/visual.1998.745295""]"
I66943878,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2001.964537""]"
I66946132,Diffusion MRI & Tractography,8,"[""10.1109/tvcg.2008.169"", ""10.1109/tvcg.2012.231"", ""10.1109/tvcg.2013.231"", ""10.1109/tvcg.2014.2346411"", ""10.1109/visual.1990.146364"", ""10.1109/visual.1991.175815"", ""10.1109/visual.1992.235217"", ""10.1109/visual.2004.62""]"
I66946132,Dimensionality Reduction & Multivariate Plots,40,"[""10.1109/infvis.1997.636790"", ""10.1109/tvcg.2006.122"", ""10.1109/tvcg.2006.157"", ""10.1109/tvcg.2006.166"", ""10.1109/tvcg.2009.186"", ""10.1109/tvcg.2009.187"", ""10.1109/tvcg.2012.225"", ""10.1109/tvcg.2013.200"", ""10.1109/tvcg.2015.2467051"", ""10.1109/tvcg.2016.2598445"", ""10.1109/tvcg.2017.2744478"", ""10.1109/tvcg.2018.2864884"", ""10.1109/tvcg.2018.2864885"", ""10.1109/tvcg.2018.2865119"", ""10.1109/tvcg.2018.2865144"", ""10.1109/tvcg.2018.2865234"", ""10.1109/tvcg.2019.2934786"", ""10.1109/tvcg.2020.3028891"", ""10.1109/tvcg.2020.3030358"", ""10.1109/tvcg.2020.3030372"", ""10.1109/tvcg.2020.3030414"", ""10.1109/tvcg.2020.3030429"", ""10.1109/tvcg.2021.3114814"", ""10.1109/tvcg.2022.3209466"", ""10.1109/tvcg.2022.3209487"", ""10.1109/tvcg.2023.3326527"", ""10.1109/tvcg.2023.3326594"", ""10.1109/tvcg.2023.3327354"", ""10.1109/tvcg.2023.3327369"", ""10.1109/tvcg.2024.3456296"", ""10.1109/tvcg.2024.3456510"", ""10.1109/vast.2006.261421"", ""10.1109/vast.2006.261426"", ""10.1109/vast.2006.261429"", ""10.1109/vast.2009.5332595"", ""10.1109/vast.2009.5333248"", ""10.1109/vast.2011.6102442"", ""10.1109/vast.2016.7883512"", ""10.1109/visual.1994.346300"", ""10.1109/visual.1995.485171""]"
I66946132,Flow Fields & CFD Visualization,8,"[""10.1109/infvis.1999.801854"", ""10.1109/tvcg.2017.2743990"", ""10.1109/tvcg.2018.2865237"", ""10.1109/tvcg.2019.2934556"", ""10.1109/tvcg.2019.2934803"", ""10.1109/tvcg.2021.3114829"", ""10.1109/tvcg.2023.3326580"", ""10.1109/vast.2016.7883506""]"
I66946132,Meshes & Volume Rendering,2,"[""10.1109/tvcg.2023.3326937"", ""10.1109/visual.1994.346299""]"
I66946132,Time Series & Temporal Patterns,3,"[""10.1109/infvis.2004.3"", ""10.1109/tvcg.2022.3209490"", ""10.1109/tvcg.2024.3456407""]"
I66946132,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/tvcg.2011.231""]"
I66946132,VIS Literature & Bibliometrics,5,"[""10.1109/tvcg.2006.174"", ""10.1109/tvcg.2015.2468292"", ""10.1109/tvcg.2019.2934288"", ""10.1109/tvcg.2019.2934397"", ""10.1109/tvcg.2022.3209472""]"
I67031392,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2022.3209481""]"
I67031392,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2024.3456319""]"
I67031392,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2019.2934799""]"
I67311998,Meshes & Volume Rendering,1,"[""10.1109/visual.1993.398898""]"
I67311998,Twitter & Social Media,1,"[""10.1109/visual.1992.235222""]"
I67415387,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2016.2598498""]"
I67415387,Flow Fields & CFD Visualization,1,"[""10.1109/infvis.2000.885105""]"
I67415387,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2006.138""]"
I67415387,Twitter & Social Media,1,"[""10.1109/infvis.1998.729553""]"
I67900169,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2018.2865027""]"
I68891433,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2010.151"", ""10.1109/tvcg.2019.2934657""]"
I68947357,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2010.187""]"
I68947357,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2009.204""]"
I68956291,Time Series & Temporal Patterns,2,"[""10.1109/infvis.1998.729559"", ""10.1109/visual.1998.745301""]"
I69048370,Dimensionality Reduction & Multivariate Plots,6,"[""10.1109/tvcg.2019.2934209"", ""10.1109/tvcg.2019.2934661"", ""10.1109/tvcg.2020.3030455"", ""10.1109/tvcg.2021.3114779"", ""10.1109/tvcg.2024.3456369"", ""10.1109/tvcg.2024.3456381""]"
I69356397,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2022.3209447""]"
I69356397,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2023.3326517"", ""10.1109/tvcg.2024.3456319""]"
I69356397,Meshes & Volume Rendering,2,"[""10.1109/tvcg.2021.3114781"", ""10.1109/tvcg.2024.3456368""]"
I69356397,Surgical Planning & Tomography,2,"[""10.1109/tvcg.2020.3030467"", ""10.1109/tvcg.2021.3114877""]"
I69356397,Time Series & Temporal Patterns,2,"[""10.1109/tvcg.2020.3030432"", ""10.1109/tvcg.2023.3326934""]"
I69356397,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/tvcg.2021.3114878""]"
I69722833,Twitter & Social Media,1,"[""10.1109/infvis.1999.801864""]"
I70768539,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/infvis.2004.1""]"
I70983195,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1990.146415""]"
I71270174,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2007.70596""]"
I71824836,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2008.118""]"
I71838634,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2020.3030443""]"
I71920554,Dashboards & Infographics,1,"[""10.1109/tvcg.2016.2599043""]"
I71920554,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2014.2346324""]"
I71920554,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2011.216"", ""10.1109/tvcg.2022.3209439"", ""10.1109/tvcg.2023.3326595""]"
I71920554,Flow Fields & CFD Visualization,3,"[""10.1109/tvcg.2019.2934612"", ""10.1109/tvcg.2020.3030415"", ""10.1109/tvcg.2024.3456404""]"
I71920554,Meshes & Volume Rendering,12,"[""10.1109/tvcg.2012.240"", ""10.1109/tvcg.2013.142"", ""10.1109/tvcg.2014.2346312"", ""10.1109/tvcg.2015.2467441"", ""10.1109/tvcg.2017.2743979"", ""10.1109/tvcg.2017.2744278"", ""10.1109/tvcg.2018.2864839"", ""10.1109/tvcg.2019.2934334"", ""10.1109/tvcg.2020.3030454"", ""10.1109/tvcg.2021.3114788"", ""10.1109/tvcg.2021.3115565"", ""10.1109/tvcg.2023.3326915""]"
I71920554,Surgical Planning & Tomography,4,"[""10.1109/tvcg.2017.2744238"", ""10.1109/tvcg.2018.2864847"", ""10.1109/tvcg.2020.3030436"", ""10.1109/tvcg.2023.3327193""]"
I71966907,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2015.7347631""]"
I72090969,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/infvis.1995.528690"", ""10.1109/infvis.1996.559216""]"
I72090969,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/infvis.1995.528697""]"
I72090969,VIS Literature & Bibliometrics,1,"[""10.1109/infvis.1997.636782""]"
I72816309,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/infvis.2003.1249010"", ""10.1109/infvis.2005.1532147"", ""10.1109/tvcg.2009.202"", ""10.1109/vast.2006.261431"", ""10.1109/visual.2005.1532823""]"
I72951846,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2020.3030405""]"
I74656192,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1995.485149""]"
I74753095,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2011.195""]"
I74760111,Diffusion MRI & Tractography,1,"[""10.1109/visual.1992.235220""]"
I74775410,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2011.227""]"
I74775410,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2010.161"", ""10.1109/tvcg.2022.3209426"", ""10.1109/visual.1998.745293""]"
I74775410,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2017.2744684""]"
I74786994,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/visual.1998.745299"", ""10.1109/visual.2004.15"", ""10.1109/visual.2005.1532776""]"
I74786994,VIS Literature & Bibliometrics,2,"[""10.1109/tvcg.2007.70600"", ""10.1109/visual.1999.809891""]"
I74788687,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2004.104""]"
I74788687,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2006.170""]"
I74801974,Diffusion MRI & Tractography,1,"[""10.1109/visual.2005.1532834""]"
I74801974,Twitter & Social Media,2,"[""10.1109/tvcg.2009.119"", ""10.1109/tvcg.2015.2467433""]"
I74801974,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2006.167""]"
I74973139,Dashboards & Infographics,2,"[""10.1109/infvis.1995.528684"", ""10.1109/infvis.1996.559210""]"
I74973139,Diffusion MRI & Tractography,1,"[""10.1109/infvis.2003.1249019""]"
I74973139,Dimensionality Reduction & Multivariate Plots,15,"[""10.1109/infvis.1996.559213"", ""10.1109/infvis.1997.636788"", ""10.1109/infvis.1998.729557"", ""10.1109/infvis.1999.801862"", ""10.1109/tvcg.2013.233"", ""10.1109/tvcg.2021.3114794"", ""10.1109/tvcg.2022.3209403"", ""10.1109/tvcg.2022.3209426"", ""10.1109/tvcg.2023.3326527"", ""10.1109/tvcg.2023.3326589"", ""10.1109/tvcg.2023.3327189"", ""10.1109/tvcg.2023.3327367"", ""10.1109/tvcg.2023.3327393"", ""10.1109/visual.1998.745312"", ""10.1109/visual.2004.38""]"
I74973139,Flow Fields & CFD Visualization,4,"[""10.1109/tvcg.2020.3030400"", ""10.1109/tvcg.2021.3114865"", ""10.1109/tvcg.2022.3209357"", ""10.1109/tvcg.2022.3209386""]"
I74973139,Meshes & Volume Rendering,3,"[""10.1109/tvcg.2016.2598789"", ""10.1109/tvcg.2021.3114782"", ""10.1109/visual.1990.146368""]"
I74973139,Surgical Planning & Tomography,2,"[""10.1109/tvcg.2019.2934261"", ""10.1109/tvcg.2024.3456371""]"
I74973139,Time Series & Temporal Patterns,1,"[""10.1109/infvis.1998.729564""]"
I74973139,VIS Literature & Bibliometrics,3,"[""10.1109/infvis.1997.636782"", ""10.1109/infvis.1999.801856"", ""10.1109/tvcg.2006.167""]"
I75027704,Diffusion MRI & Tractography,2,"[""10.1109/tvcg.2008.108"", ""10.1109/tvcg.2009.137""]"
I75027704,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2006.175"", ""10.1109/tvcg.2008.184"", ""10.1109/tvcg.2013.144""]"
I75027704,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2014.2346418""]"
I75027704,Surgical Planning & Tomography,3,"[""10.1109/visual.2003.1250391"", ""10.1109/visual.2004.110"", ""10.1109/visual.2005.1532794""]"
I75027704,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2010.192""]"
I75059550,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2014.2346594""]"
I76130692,Diffusion MRI & Tractography,5,"[""10.1109/tvcg.2009.112"", ""10.1109/tvcg.2009.203"", ""10.1109/tvcg.2012.267"", ""10.1109/tvcg.2023.3327077"", ""10.1109/tvcg.2023.3327371""]"
I76130692,Dimensionality Reduction & Multivariate Plots,40,"[""10.1109/scivis.2015.7429488"", ""10.1109/tvcg.2011.164"", ""10.1109/tvcg.2011.239"", ""10.1109/tvcg.2014.2346433"", ""10.1109/tvcg.2016.2598416"", ""10.1109/tvcg.2016.2598432"", ""10.1109/tvcg.2017.2745139"", ""10.1109/tvcg.2018.2864503"", ""10.1109/tvcg.2018.2865139"", ""10.1109/tvcg.2019.2934208"", ""10.1109/tvcg.2019.2934655"", ""10.1109/tvcg.2019.2934657"", ""10.1109/tvcg.2019.2934670"", ""10.1109/tvcg.2019.2934671"", ""10.1109/tvcg.2019.2934798"", ""10.1109/tvcg.2019.2934800"", ""10.1109/tvcg.2020.3028948"", ""10.1109/tvcg.2020.3028957"", ""10.1109/tvcg.2020.3030372"", ""10.1109/tvcg.2020.3030393"", ""10.1109/tvcg.2020.3030410"", ""10.1109/tvcg.2020.3030440"", ""10.1109/tvcg.2020.3030447"", ""10.1109/tvcg.2020.3030458"", ""10.1109/tvcg.2021.3114790"", ""10.1109/tvcg.2021.3114800"", ""10.1109/tvcg.2021.3114875"", ""10.1109/tvcg.2022.3209360"", ""10.1109/tvcg.2022.3209385"", ""10.1109/tvcg.2022.3209447"", ""10.1109/tvcg.2022.3209483"", ""10.1109/tvcg.2023.3327168"", ""10.1109/tvcg.2023.3327376"", ""10.1109/tvcg.2024.3456150"", ""10.1109/tvcg.2024.3456181"", ""10.1109/tvcg.2024.3456192"", ""10.1109/vast.2014.7042486"", ""10.1109/vast.2016.7883514"", ""10.1109/vast50239.2020.00011"", ""10.1109/visual.2004.38""]"
I76130692,Flow Fields & CFD Visualization,10,"[""10.1109/tvcg.2012.253"", ""10.1109/tvcg.2014.2346913"", ""10.1109/tvcg.2022.3209391"", ""10.1109/tvcg.2022.3209468"", ""10.1109/tvcg.2022.3209470"", ""10.1109/tvcg.2022.3209475"", ""10.1109/tvcg.2023.3327148"", ""10.1109/tvcg.2024.3456328"", ""10.1109/vast.2014.7042490"", ""10.1109/vast50239.2020.00006""]"
I76130692,Meshes & Volume Rendering,21,"[""10.1109/tvcg.2014.2346911"", ""10.1109/tvcg.2017.2744218"", ""10.1109/tvcg.2018.2865021"", ""10.1109/tvcg.2018.2865041"", ""10.1109/tvcg.2019.2934630"", ""10.1109/tvcg.2020.3030359"", ""10.1109/tvcg.2020.3030392"", ""10.1109/tvcg.2021.3114781"", ""10.1109/tvcg.2021.3114806"", ""10.1109/tvcg.2021.3114832"", ""10.1109/tvcg.2021.3114861"", ""10.1109/tvcg.2022.3209352"", ""10.1109/tvcg.2022.3209373"", ""10.1109/tvcg.2022.3209388"", ""10.1109/tvcg.2022.3209430"", ""10.1109/tvcg.2022.3209452"", ""10.1109/tvcg.2022.3209497"", ""10.1109/tvcg.2023.3326524"", ""10.1109/tvcg.2024.3456200"", ""10.1109/tvcg.2024.3456216"", ""10.1109/vast50239.2020.00009""]"
I76130692,Surgical Planning & Tomography,6,"[""10.1109/tvcg.2018.2864899"", ""10.1109/tvcg.2020.3030396"", ""10.1109/tvcg.2020.3030467"", ""10.1109/tvcg.2021.3114877"", ""10.1109/tvcg.2022.3209347"", ""10.1109/tvcg.2023.3327162""]"
I76130692,Time Series & Temporal Patterns,5,"[""10.1109/tvcg.2017.2744098"", ""10.1109/tvcg.2018.2865020"", ""10.1109/tvcg.2018.2865126"", ""10.1109/tvcg.2022.3209423"", ""10.1109/vast50239.2020.00015""]"
I76130692,Ultrasound Volume Rendering & Segmentation,2,"[""10.1109/tvcg.2016.2598664"", ""10.1109/tvcg.2021.3114878""]"
I76134821,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2013.215"", ""10.1109/vast.2012.6400555"", ""10.1109/visual.2004.104"", ""10.1109/visual.2004.98""]"
I76198965,Dimensionality Reduction & Multivariate Plots,6,"[""10.1109/tvcg.2008.118"", ""10.1109/tvcg.2012.186"", ""10.1109/tvcg.2020.3030388"", ""10.1109/tvcg.2022.3209374"", ""10.1109/tvcg.2023.3326523"", ""10.1109/tvcg.2023.3326574""]"
I76569877,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2019.2934657""]"
I76569877,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2023.3326522""]"
I76571253,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2022.3209487""]"
I76835614,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2014.2346412""]"
I78577930,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2018.2865264"", ""10.1109/tvcg.2021.3114796""]"
I78577930,Time Series & Temporal Patterns,1,"[""10.1109/visual.1992.235197""]"
I78577930,Twitter & Social Media,2,"[""10.1109/infvis.1996.559211"", ""10.1109/tvcg.2014.2346432""]"
I78650965,Dashboards & Infographics,1,"[""10.1109/tvcg.2020.3030437""]"
I78650965,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2020.3030371"", ""10.1109/tvcg.2021.3114866"", ""10.1109/visual.2002.1183778""]"
I78650965,Flow Fields & CFD Visualization,4,"[""10.1109/tvcg.2012.282"", ""10.1109/tvcg.2017.2744019"", ""10.1109/tvcg.2020.3030460"", ""10.1109/tvcg.2022.3209390""]"
I78650965,Meshes & Volume Rendering,3,"[""10.1109/tvcg.2019.2934367"", ""10.1109/tvcg.2020.3028954"", ""10.1109/tvcg.2022.3209400""]"
I7882870,Diffusion MRI & Tractography,1,"[""10.1109/infvis.2002.1173161""]"
I7882870,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2012.245""]"
I7882870,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2021.3114828"", ""10.1109/tvcg.2022.3209448""]"
I7882870,Time Series & Temporal Patterns,3,"[""10.1109/infvis.2003.1249012"", ""10.1109/infvis.2003.1249013"", ""10.1109/tvcg.2022.3209464""]"
I79272384,Diffusion MRI & Tractography,3,"[""10.1109/tvcg.2012.216"", ""10.1109/visual.1996.568109"", ""10.1109/visual.2000.885694""]"
I79272384,Dimensionality Reduction & Multivariate Plots,6,"[""10.1109/infvis.1998.729568"", ""10.1109/tvcg.2013.126"", ""10.1109/tvcg.2015.2467551"", ""10.1109/tvcg.2015.2467554"", ""10.1109/tvcg.2016.2598827"", ""10.1109/visual.2000.885679""]"
I79272384,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2012.288"", ""10.1109/vast.2015.7347628""]"
I79272384,Meshes & Volume Rendering,2,"[""10.1109/tvcg.2007.70599"", ""10.1109/visual.1994.346314""]"
I79272384,Surgical Planning & Tomography,1,"[""10.1109/visual.2000.885740""]"
I79510175,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2021.3114789"", ""10.1109/tvcg.2023.3326932"", ""10.1109/vast47406.2019.8986943""]"
I79510175,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2013.207""]"
I79510175,Surgical Planning & Tomography,2,"[""10.1109/tvcg.2017.2744378"", ""10.1109/tvcg.2023.3326588""]"
I79510175,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2022.3209423""]"
I79576946,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2010.161""]"
I79576946,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2023.3327388""]"
I79576946,Time Series & Temporal Patterns,1,"[""10.1109/visual.1993.398872""]"
I79891267,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2021.3114863"", ""10.1109/tvcg.2022.3209371""]"
I79891267,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2022.3209455""]"
I80143920,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2021.3114694""]"
I80605987,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/scivis.2015.7429488""]"
I8078737,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2018.2865193"", ""10.1109/tvcg.2023.3327182""]"
I8078737,Twitter & Social Media,1,"[""10.1109/tvcg.2014.2346434""]"
I8087733,Dashboards & Infographics,2,"[""10.1109/visual.2001.964531"", ""10.1109/visual.2002.1183757""]"
I8087733,Diffusion MRI & Tractography,3,"[""10.1109/visual.1999.809889"", ""10.1109/visual.2002.1183785"", ""10.1109/visual.2005.1532855""]"
I8087733,Dimensionality Reduction & Multivariate Plots,13,"[""10.1109/tvcg.2017.2744805"", ""10.1109/tvcg.2021.3114840"", ""10.1109/visual.1993.398847"", ""10.1109/visual.1996.568124"", ""10.1109/visual.1999.809868"", ""10.1109/visual.1999.809912"", ""10.1109/visual.2000.885672"", ""10.1109/visual.2001.964504"", ""10.1109/visual.2001.964544"", ""10.1109/visual.2002.1183812"", ""10.1109/visual.2002.1183826"", ""10.1109/visual.2003.1250370"", ""10.1109/visual.2003.1250408""]"
I8087733,Meshes & Volume Rendering,4,"[""10.1109/vast.2009.5333911"", ""10.1109/visual.2000.885709"", ""10.1109/visual.2000.885728"", ""10.1109/visual.2005.1532845""]"
I8087733,Surgical Planning & Tomography,1,"[""10.1109/visual.1995.480810""]"
I8087733,VIS Literature & Bibliometrics,1,"[""10.1109/visual.2001.964557""]"
I81020160,Time Series & Temporal Patterns,1,"[""10.1109/infvis.2003.1249018""]"
I81365321,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456348""]"
I81365321,Meshes & Volume Rendering,2,"[""10.1109/visual.1994.346328"", ""10.1109/visual.1997.663912""]"
I8204097,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2015.2467531"", ""10.1109/visual.1993.398864""]"
I8204097,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2010.206"", ""10.1109/tvcg.2014.2352953""]"
I8204097,Time Series & Temporal Patterns,2,"[""10.1109/infvis.1998.729559"", ""10.1109/visual.1995.485140""]"
I8204097,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/tvcg.2012.255""]"
I82495205,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2017.8585484""]"
I82495205,Flow Fields & CFD Visualization,1,"[""10.1109/vast.2015.7347628""]"
I82514191,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2018.2864903""]"
I83019370,Diffusion MRI & Tractography,6,"[""10.1109/infvis.1999.801860"", ""10.1109/infvis.2002.1173153"", ""10.1109/tvcg.2006.200"", ""10.1109/tvcg.2009.170"", ""10.1109/tvcg.2017.2745140"", ""10.1109/visual.2005.1532779""]"
