institution_a,institution_b,weight
I4210138551,I83019370,1
I83019370,I95793202,1
I136199984,I4210154694,1
I136199984,I4210144062,1
I1283280774,I4210155236,1
I102134673,I154130895,1
I4210099593,I83019370,1
I141945490,I223532165,1
I126744593,I175594653,1
I4665924,I60200437,1
I145847075,I4210099593,1
I223532165,I4210106889,1
I126744593,I129774422,1
I1294671590,I182627622,1
I1341412227,I55732556,1
I1294671590,I4210098902,1
I1294671590,I51101395,1
I182627622,I205703379,1
I182627622,I39804081,1
I182627622,I4210098902,1
I182627622,I4210165912,1
I182627622,I51101395,1
I205703379,I4210098902,1
I68891433,I95457486,1
I205703379,I51101395,1
I39804081,I4210098902,1
I134446601,I68891433,1
I39804081,I51101395,1
I4210098902,I4210165912,1
I4210098902,I51101395,1
I4210165912,I51101395,1
I126744593,I66946132,1
I204465549,I76835614,1
I170215575,I20231570,1
I20231570,I4210158984,1
I20231570,I4210165734,1
I4210158984,I4210165734,1
I4210158984,I75027704,1
I12356871,I51101395,1
I200769079,I55732556,1
I12356871,I4210098902,1
I4210136249,I4432739,1
I168635309,I4210147894,1
I1290206253,I175594653,1
I175594653,I4210164937,1
I4210137693,I62916508,1
I137902535,I216852786,1
I1326498283,I4210116658,1
I1326498283,I4210136697,1
I100066346,I84218800,1
I129774422,I4210136249,1
I129774422,I4432739,1
I139264467,I197347611,1
I129774422,I62318514,1
I4210114115,I4210126794,1
I129774422,I71920554,1
I62318514,I71920554,1
I55732556,I889458895,1
I1283103587,I40347166,1
I4210126794,I55732556,1
I100066346,I102335020,1
I102134673,I4210145671,1
I136199984,I97018004,1
I4210150141,I97018004,1
I12356871,I182627622,1
I4210114115,I55732556,1
I4210165734,I75027704,1
I138006243,I592451,1
I114395901,I84218800,1
I4210165912,I78577930,1
I157556583,I35440088,1
I157556583,I4210109712,1
I157556583,I4210165912,1
I157556583,I78577930,1
I205703379,I35440088,1
I205703379,I4210109712,1
I205703379,I78577930,1
I35440088,I4210165912,1
I35440088,I78577930,1
I4210109712,I4210165912,1
I4210109712,I78577930,1
I1290206253,I205237279,1
I149899117,I78577930,1
I1290206253,I76130692,1
I205237279,I4210164937,1
I115752224,I122991210,1
I12356871,I4210106889,1
I12356871,I8078737,1
I1294671590,I4210106889,1
I1294671590,I8078737,1
I205703379,I223532165,1
I205703379,I4210106889,1
I205703379,I8078737,1
I223532165,I39804081,1
I157556583,I205703379,1
I149899117,I4210165912,1
I1306409833,I95457486,1
I141945490,I2801607516,1
I111979921,I4210167018,1
I1326498283,I4210167018,1
I4210141176,I592451,1
I592451,I901403493,1
I1306409833,I68891433,1
I1306409833,I134446601,1
I100066346,I130828816,1
I157556583,I170897317,1
I189712700,I204730241,1
I189712700,I4210144804,1
I202276237,I4092182,1
I12356871,I149899117,1
I149899117,I35440088,1
I12356871,I157556583,1
I12356871,I35440088,1
I12356871,I4210109712,1
I12356871,I78577930,1
I1294671590,I149899117,1
I1294671590,I157556583,1
I1294671590,I35440088,1
I1294671590,I4210109712,1
I1294671590,I78577930,1
I149899117,I157556583,1
I149899117,I205703379,1
I1326498283,I4210147894,1
I124055696,I4210147894,1
I137902535,I4210116658,1
I170201317,I18283598,1
I129774422,I212119943,1
I180726961,I4210126794,1
I14243506,I889458895,1
I14243506,I4210126794,1
I14243506,I200769079,1
I14243506,I180726961,1
I2802162544,I99041443,1
I165932596,I172675005,1
I223532165,I4210131883,1
I29607241,I4210117871,1
I4210117871,I9736820,1
I1326498283,I134446601,1
I169381384,I4210112067,1
I1326498283,I95457486,1
I4210138551,I62916508,1
I181369854,I4210156583,1
I62916508,I71920554,1
I4210153902,I4210156583,1
I2801851002,I62916508,1
I4210156583,I95793202,1
I136199984,I62916508,1
I189712700,I3019423309,1
I189712700,I4210155092,1
I3019423309,I4210155092,1
I129774422,I141945490,1
I15057530,I4210112067,1
I135140700,I40347166,1
I102322142,I59553526,1
I126744593,I1326498283,1
I137902535,I40120149,1
I57206974,I95793202,1
I36672615,I95793202,1
I57206974,I59270414,1
I59270414,I90965887,1
I143804889,I180825142,1
I143804889,I60488453,1
I180825142,I60488453,1
I36672615,I57206974,1
I4210113652,I4210137693,1
I102322142,I99065089,1
I15057530,I169381384,1
I59553526,I99065089,1
I142606810,I181233156,1
I142606810,I84218800,1
I181233156,I84218800,1
I19700959,I59553526,1
I102134673,I4210137693,1
I68947357,I84218800,1
I1326498283,I4210112067,1
I1341412227,I15057530,1
I1341412227,I169381384,1
I1341412227,I4210112067,1
I4092182,I47508984,1
I118692353,I71920554,1
I216852786,I4210116658,1
I129774422,I18014758,1
I172675005,I4210113369,1
I183067930,I200769079,1
I183067930,I889458895,1
I133731052,I1341412227,1
I129774422,I4210139483,1
I20231570,I83019370,1
I24943067,I83019370,1
I1343180700,I136199984,1
I1343180700,I4210104429,1
I1343180700,I63966007,1
I136199984,I4210104429,1
I4210104429,I63966007,1
I168719708,I889458895,1
I136199984,I50627504,1
I2801851002,I50627504,1
I130701444,I2802536742,1
I2800444561,I2802536742,1
I1294671590,I4210139483,1
I180825142,I223822909,1
I223822909,I83019370,1
I4210092357,I4210131883,1
I111483173,I154570441,1
I1294671590,I129774422,1
I154570441,I20231570,1
I172675005,I183067930,1
I168719708,I4210113369,1
I118692353,I62916508,1
I1326498283,I4210150754,1
I4210105663,I95793202,1
I1290206253,I165932596,1
I165390105,I4210144576,1
I165390105,I4923324,1
I118692353,I2801851002,1
I183067930,I99065089,1
I118692353,I136199984,1
I212119943,I4210117871,1
I195575238,I859038795,1
I39586589,I79510175,1
I40120149,I79510175,1
I185261750,I4210150754,1
I168719708,I200769079,1
I130701444,I185443292,1
I145847075,I4210100869,1
I74775410,I79576946,1
I173911158,I79576946,1
I4210100869,I4210122765,1
I4210100869,I4432739,1
I4210100869,I76134821,1
I4210122765,I4432739,1
I4432739,I76134821,1
I18014758,I4210139483,1
I168719708,I183067930,1
I1174212,I4210128818,1
I1174212,I55732556,1
I102149020,I75027704,1
I202697423,I56858762,1
I4210117453,I87182695,1
I130442723,I18014758,1
I130442723,I94328231,1
I18014758,I94328231,1
I192455969,I97018004,1
I154570441,I180825142,1
I4210138551,I4432739,1
I12356871,I130701444,1
I12356871,I212119943,1
I130701444,I212119943,1
I130701444,I277688954,1
I212119943,I277688954,1
I223532165,I91712215,1
I114017466,I40120149,1
I114017466,I9736820,1
I20231570,I9736820,1
I40120149,I9736820,1
I1343180700,I91712215,1
I122140584,I124055696,1
I122140584,I168635309,1
I122140584,I18014758,1
I122140584,I5023651,1
I124055696,I18014758,1
I124055696,I5023651,1
I1343180700,I3132238960,1
I1283280774,I87182695,1
I1283280774,I4210117453,1
I223532165,I62318514,1
I169521973,I3132238960,1
I1326498283,I145847075,1
I1326498283,I71920554,1
I112756935,I223822909,1
I112756935,I2802076133,1
I112756935,I2802164966,1
I112756935,I4387153937,1
I223822909,I2802076133,1
I102149020,I40889946,1
I223822909,I4387153937,1
I2802076133,I2802164966,1
I2802164966,I4387153937,1
I4210128818,I4210155092,1
I55732556,I84218800,1
I4210128818,I78650965,1
I4210128818,I926574661,1
I4210155092,I78650965,1
I4210155092,I926574661,1
I78650965,I926574661,1
I148283060,I153267046,1
I148283060,I4210127875,1
I148283060,I55732556,1
I153267046,I4210127875,1
I4210127875,I55732556,1
I4210127875,I84218800,1
I168635309,I5023651,1
I18014758,I5023651,1
I180825142,I223532165,1
I1329325741,I4210122849,1
I189712700,I4210161785,1
I223532165,I4210121626,1
I158842170,I165932596,1
I158842170,I68891433,1
I158842170,I76130692,1
I158842170,I76569877,1
I165932596,I68891433,1
I165932596,I76569877,1
I68891433,I76130692,1
I68891433,I76569877,1
I76130692,I76569877,1
I859038795,I889804353,1
I4210143601,I55732556,1
I4210127226,I889804353,1
I100066346,I62318514,1
I149910238,I38877650,1
I3132238960,I889804353,1
I3132238960,I859038795,1
I3132238960,I4210127226,1
I100296615,I189712700,1
I154099455,I4210164937,1
I177725633,I4210164937,1
I189712700,I4210164937,1
I1343190059,I202697423,1
I51556381,I55732556,1
I4210143601,I51556381,1
I118118575,I142606810,1
I121934306,I4210156583,1
I118118575,I55732556,1
I142606810,I55732556,1
I126307644,I130238516,1
I1343180700,I223532165,1
I3132238960,I97429440,1
I130238516,I1343551460,1
I130238516,I39422238,1
I3132238960,I39586589,1
I102322142,I3132238960,1
I1343190059,I91656880,1
I121934306,I202524275,1
I153648349,I180825142,1
I4210165912,I4387153087,1
I202524275,I4210156583,1
I202524275,I66946132,1
I4210156583,I66946132,1
I27837315,I56590836,1
I12356871,I4210102957,1
I12356871,I4387153087,1
I277688954,I4210102957,1
I4210121626,I926574661,1
I277688954,I4387153087,1
I4210102957,I4210165912,1
I4210102957,I4387153087,1
I1326498283,I1343190059,1
I145847075,I4210153395,1
I1341412227,I4210126328,1
I-1,I4210086933,1
I2800403580,I86519309,1
I4210101327,I86519309,1
I121934306,I1341412227,1
I121934306,I74973139,1
I1341412227,I74973139,1
I135140700,I20231570,1
I1295339012,I4210115859,1
I102197404,I112260969,1
I-1,I102322142,1
I-1,I102475099,1
I-1,I15196421,1
I-1,I4210096112,1
I1343871089,I4210101327,1
I-1,I4210102264,1
I-1,I4402554120,1
I2801120862,I3132238960,1
I102322142,I102475099,1
I102322142,I15196421,1
I102322142,I4210086933,1
I1850255,I3132238960,1
I102322142,I4210102264,1
I102322142,I4402554120,1
I102322142,I57206974,1
I102475099,I4210086933,1
I2800403580,I4210101327,1
I1343871089,I2800403580,1
I102475099,I4402554120,1
I154099455,I4210145761,1
I1294671590,I185261750,1
I1294671590,I129604602,1
I112260969,I4210090078,1
I185103710,I201448701,1
I124357947,I223532165,1
I124357947,I56590836,1
I223532165,I4210160447,1
I223532165,I56590836,1
I4210160447,I56590836,1
I112260969,I185261750,1
I154099455,I19820366,1
I189712700,I19820366,1
I102197404,I185261750,1
I189712700,I4210145761,1
I19820366,I4210145761,1
I112260969,I1326498283,1
I177328695,I223532165,1
I177328695,I52357470,1
I177328695,I87216513,1
I112260969,I129604602,1
I223532165,I87216513,1
I52357470,I87216513,1
I112260969,I1294671590,1
I102197404,I4210090078,1
I102475099,I4210096112,1
I15196421,I4210086933,1
I177725633,I889458895,1
I4210135670,I94624287,1
I4210141120,I4210150358,1
I195893171,I3019415892,1
I1326498283,I189196454,1
I1326498283,I219193219,1
I185261750,I189196454,1
I185261750,I219193219,1
I185261750,I66946132,1
I189196454,I219193219,1
I189196454,I66946132,1
I4210135670,I83019370,1
I4210135670,I887064364,1
I83019370,I94624287,1
I4210091437,I4210141120,1
I887064364,I94624287,1
I136199984,I4092182,1
I2800006345,I4210100430,1
I4210100430,I98358874,1
I35440088,I4210096500,1
I169381384,I177725633,1
I169381384,I200769079,1
I169381384,I4210145761,1
I169381384,I889458895,1
I177725633,I200769079,1
I177725633,I4210145761,1
I4210091437,I4210150358,1
I39804081,I4210141120,1
I15196421,I4210096112,1
I1306409833,I4210164937,1
I15196421,I4402554120,1
I4210086933,I4210096112,1
I4210086933,I4210102264,1
I4210086933,I4402554120,1
I4210086933,I57206974,1
I4210096112,I4210102264,1
I4210096112,I4402554120,1
I4210096112,I57206974,1
I4210102264,I4402554120,1
I4402554120,I57206974,1
I1306409833,I154570441,1
I1850255,I2801120862,1
I39804081,I4210091437,1
I130701444,I154570441,1
I195893171,I84218800,1
I130701444,I63966007,1
I154570441,I201448701,1
I154570441,I63966007,1
I201448701,I63966007,1
I4210164937,I63966007,1
I212119943,I39804081,1
I212119943,I4210091437,1
I212119943,I4210141120,1
I212119943,I4210150358,1
I145847075,I202697423,1
I202697423,I859038795,1
I19820366,I55732556,1
I56858762,I859038795,1
I130701444,I175594653,1
I29607241,I4210104430,1
I175594653,I87182695,1
I145894827,I63966007,1
I12356871,I899635006,1
I154099455,I223532165,1
I12356871,I4210104430,1
I12356871,I29607241,1
I3132238960,I95457486,1
I1290206253,I95457486,1
I121934306,I63966007,1
I121934306,I76130692,1
I63966007,I66946132,1
I1290206253,I3132238960,1
I66946132,I76130692,1
I1333198813,I137230718,1
I1333198813,I153267046,1
I1333198813,I2799859273,1
I1333198813,I4387152675,1
I137230718,I153267046,1
I137230718,I2799859273,1
I137230718,I4387152675,1
I153267046,I2799859273,1
I2799859273,I4387152675,1
I20231570,I99065089,1
I121980950,I4210151938,1
I121980950,I223532165,1
I66946132,I859038795,1
I5561750,I66946132,1
I161548249,I4210145761,1
I161548249,I4210165038,1
I4210145761,I4210165038,1
I1299907687,I200769079,1
I1299907687,I889458895,1
I107639228,I24185976,1
I1294671590,I5561750,1
I3132238960,I4210109712,1
I277688954,I5561750,1
I4210144804,I5561750,1
I4210144804,I66946132,1
I3132238960,I35440088,1
I1282311441,I138006243,1
I4210113369,I47720641,1
I130701444,I185103710,1
I4210104430,I899635006,1
I29607241,I899635006,1
I39804081,I55732556,1
I107371206,I129902397,1
I107371206,I17974374,1
I107371206,I4210142721,1
I129902397,I17974374,1
I129902397,I4210142721,1
I17974374,I4210142721,1
I157485424,I4210099236,1
I172675005,I59553526,1
I4210099236,I60922564,1
I145847075,I47508984,1
I155093810,I72951846,1
I223532165,I72951846,1
I100066346,I113979032,1
I100066346,I197251160,1
I113979032,I154099455,1
I113979032,I189712700,1
I113979032,I197251160,1
I154099455,I197251160,1
I189712700,I197251160,1
I189712700,I887064364,1
I1343190059,I47508984,1
I47508984,I98358874,1
I189712700,I200769079,1
I139660479,I191208505,1
I139660479,I39555362,1
I139660479,I4210145761,1
I191208505,I39555362,1
I191208505,I4210145761,1
I191208505,I76130692,1
I39555362,I4210145761,1
I39555362,I76130692,1
I162868743,I180825142,1
I162868743,I24943067,1
I162868743,I4210144576,1
I155093810,I223532165,1
I154099455,I200769079,1
I-1,I130701444,1
I3129593085,I76130692,1
I44504214,I83019370,1
I44504214,I887064364,1
I149910238,I200870766,1
I149910238,I59553526,1
I189712700,I4210114058,1
I2802076133,I76198965,1
I4387153937,I76198965,1
I4210098141,I63966007,1
I200769079,I3129593085,1
I3132238960,I36258959,1
I3129593085,I4210123185,1
I3129593085,I889458895,1
I100066346,I200769079,1
I204250578,I36258959,1
I204250578,I3132238960,1
I4210123185,I4210145761,1
I4210123185,I52357470,1
I4210145761,I52357470,1
I52357470,I76130692,1
I223532165,I33213144,1
I16038530,I39586589,1
I3132238960,I4210119109,1
I135140700,I4210105990,1
I100066346,I74973139,1
I126633494,I4210165038,1
I126633494,I4210145761,1
I126633494,I161548249,1
I155173764,I185261750,1
I180825142,I39470171,1
I180825142,I84392919,1
I59553526,I91712215,1
I39470171,I4210165912,1
I4210109712,I91712215,1
I4210165912,I84392919,1
I100066346,I4210163771,1
I154099455,I4210163771,1
I189712700,I4210163771,1
I4210109712,I71824836,1
I151746483,I185261750,1
I4210109712,I59553526,1
I18014758,I84392919,1
I35440088,I91712215,1
I189712700,I67031392,1
I121934306,I138006243,1
I121934306,I223532165,1
I121934306,I2613432,1
I121934306,I52357470,1
I138006243,I2613432,1
I138006243,I52357470,1
I35440088,I71824836,1
I2613432,I52357470,1
I170239107,I66946132,1
I180825142,I277688954,1
I18014758,I4210165912,1
I16835326,I189712700,1
I124357947,I39470171,1
I4210113369,I84218800,1
I12356871,I124357947,1
I12356871,I16835326,1
I12356871,I18014758,1
I12356871,I39470171,1
I12356871,I84392919,1
I124357947,I16835326,1
I124357947,I168635309,1
I124357947,I18014758,1
I124357947,I180825142,1
I124357947,I277688954,1
I124357947,I4210165912,1
I18014758,I39470171,1
I124357947,I84392919,1
I16835326,I18014758,1
I16835326,I180825142,1
I16835326,I277688954,1
I16835326,I39470171,1
I16835326,I4210165912,1
I16835326,I84392919,1
I1343871089,I3132238960,1
I168635309,I84392919,1
I18014758,I180825142,1
I71824836,I91712215,1
I56590836,I66946132,1
I16835326,I2799802224,1
I121934306,I4210165038,1
I1306409833,I76130692,1
I40120149,I926574661,1
I-1,I1307098950,1
I-1,I150209017,1
I-1,I22299242,1
I-1,I36258959,1
I1307098950,I150209017,1
I1307098950,I22299242,1
I1307098950,I36258959,1
I150209017,I22299242,1
I150209017,I36258959,1
I22299242,I36258959,1
I157725225,I33213144,1
I1343871089,I40120149,1
I33213144,I55732556,1
I177969490,I926574661,1
I201448701,I36788626,1
I141945490,I188538660,1
I141945490,I24603500,1
I141945490,I2802236040,1
I188538660,I24603500,1
I24603500,I2802236040,1
I121934306,I126633494,1
I121934306,I161548249,1
I121934306,I4210145761,1
I2800289517,I40120149,1
I1343871089,I2800289517,1
I189712700,I2799802224,1
I4210101778,I55732556,1
I100296615,I20231570,1
I100296615,I4210098034,1
I154099455,I4210098034,1
I177725633,I4210098034,1
I20231570,I4210098034,1
I16391192,I180726961,1
I16391192,I91203450,1
I35440088,I59553526,1
I157725225,I4210101778,1
I157725225,I4210133173,1
I4210101778,I4210133173,1
I4210133173,I55732556,1
I3132238960,I59553526,1
I4210129730,I65837984,1
I4210129730,I84218800,1
I65837984,I84218800,1
I138006243,I66946132,1
I102197404,I202697423,1
I124055696,I1294671590,1
I124055696,I202697423,1
I124055696,I277688954,1
I1294671590,I202697423,1
I202697423,I277688954,1
I3132238960,I71824836,1
I102197404,I66946132,1
I4210144804,I4210150358,1
I39804081,I4210144804,1
I277688954,I4210150358,1
I200769079,I91807558,1
I4210164937,I42894916,1
I1343871089,I179093154,1
I4210127902,I56590836,1
I179093154,I86519309,1
I4210127902,I42894916,1
I201448701,I57206974,1
I132118926,I1343190059,1
I132118926,I277688954,1
I1343190059,I277688954,1
I145847075,I277688954,1
I154986956,I223822909,1
I154986956,I62916508,1
I223822909,I62916508,1
I4179309,I66946132,1
I-1,I1286959531,1
I1118541,I13805885,1
I1118541,I223532165,1
I13805885,I223532165,1
I1282105669,I20231570,1
I4399598377,I48566637,1
I1282311441,I4210151938,1
I4210127902,I4210164937,1
I200769079,I20089843,1
I2801239119,I4210127902,1
I889458895,I91807558,1
I157725225,I4210104735,1
I-1,I39804081,1
I4210115485,I4210126360,1
I4210158342,I4388891828,1
I4210143490,I71920554,1
I1343190059,I206895457,1
I170239107,I2801239119,1
I170239107,I97018004,1
I2801239119,I97018004,1
I56590836,I97018004,1
I165525304,I40120149,1
I100930933,I926574661,1
I15766117,I4432739,1
I1343190059,I15766117,1
I119916105,I168635309,1
I142606810,I200769079,1
I119916105,I179225836,1
I119916105,I180825142,1
I119916105,I45129253,1
I168635309,I179225836,1
I22465464,I4210103666,1
I142606810,I889458895,1
I179225836,I180825142,1
I179225836,I45129253,1
I142606810,I20231570,1
I126820664,I201448701,1
I126820664,I27837315,1
I20089843,I26274970,1
I20089843,I4210164937,1
I20089843,I889458895,1
I4210120115,I87216513,1
I4210163178,I56590836,1
I116953780,I170201317,1
I100633361,I26274970,1
I111979921,I1291425158,1
I111979921,I197347611,1
I71824836,I76198965,1
I1291425158,I197347611,1
I1291425158,I66946132,1
I197347611,I66946132,1
I148283060,I4210151791,1
I1343190059,I4210164942,1
I4210163771,I74775410,1
I2801239119,I4210163178,1
I74775410,I97018004,1
I4210138551,I4210152878,1
I130701444,I2252078561,1
I162646704,I76198965,1
I162646704,I71824836,1
I189712700,I8087733,1
I31512782,I4092182,1
I31512782,I8087733,1
I4092182,I8087733,1
I129774422,I25485817,1
I129774422,I3019423309,1
I4210163178,I42894916,1
I129604602,I56590836,1
I26274970,I4210164937,1
I123431417,I1343190059,1
I139660479,I165932596,1
I165779595,I42894916,1
I165779595,I4210164937,1
I165779595,I4210127902,1
I165932596,I90727586,1
I136199984,I4210121988,1
I136199984,I4210142140,1
I4210121988,I4210142140,1
I129774422,I887968799,1
I116953780,I2972652528,1
I116953780,I35440088,1
I1290206253,I42894916,1
I129604602,I4210163178,1
I1290206253,I4210127902,1
I1343190059,I21449261,1
I1290206253,I165779595,1
I4210151956,I859038795,1
I4210127226,I4210151956,1
I201448701,I4210134504,1
I4210145671,I62916508,1
I4210110975,I4210144576,1
I4210164937,I79510175,1
I223532165,I62916508,1
I129604602,I2801239119,1
I223532165,I4388891828,1
I1282105669,I4388891828,1
I17974374,I223822909,1
I180825142,I193662353,1
I2802076133,I4210139350,1
I1329325741,I183935753,1
I100066346,I4210113675,1
I4210138551,I4210139350,1
I-1,I4210113675,1
I4210139350,I4387153937,1
I4210139350,I98358874,1
I-1,I100066346,1
I44504214,I55732556,1
I102197404,I168635309,1
I223532165,I4210164937,1
I180825142,I204337017,1
I1343190059,I4210115111,1
I180825142,I4210095128,1
I193662353,I204337017,1
I193662353,I4210095128,1
I193662353,I83019370,1
I204337017,I4210095128,1
I131249849,I55732556,1
I4210095128,I83019370,1
I131249849,I44504214,1
I1306409833,I205783295,1
I1306409833,I4210156583,1
I2800297018,I49324905,1
I113979032,I130701444,1
I129774422,I4210115111,1
I205783295,I4210156583,1
I17653759,I189712700,1
I4210128818,I55732556,1
I100066346,I17653759,1
I102149020,I1289243028,1
I100066346,I32943570,1
I100066346,I4210133110,1
I100066346,I60488453,1
I129774422,I17653759,1
I129774422,I189712700,1
I129774422,I32943570,1
I129774422,I4210133110,1
I129774422,I60488453,1
I17653759,I32943570,1
I107077323,I121934306,1
I17653759,I4210133110,1
I17653759,I60488453,1
I189712700,I32943570,1
I189712700,I4210133110,1
I189712700,I60488453,1
I32943570,I4210133110,1
I32943570,I60488453,1
I4210133110,I60488453,1
I124055696,I67415387,1
I130701444,I219193219,1
I2801851002,I4210091341,1
I136199984,I4210156583,1
I130442723,I138006243,1
I130828816,I39804081,1
I39586589,I57206974,1
I4387153937,I4432739,1
I4432739,I98358874,1
I102197404,I129774422,1
I102197404,I79272384,1
I195893171,I4210138551,1
I-1,I169381384,1
I-1,I181391015,1
I169381384,I181391015,1
I4210125843,I95793202,1
I100930933,I223532165,1
I39586589,I4210113369,1
I4210113369,I57206974,1
I2800006345,I4432739,1
I1292875679,I2801239119,1
I2801919071,I4210127875,1
I27804330,I897549280,1
I219193219,I2250650973,1
I136199984,I219193219,1
I2250650973,I4210114115,1
I100296615,I1290206253,1
I100296615,I4210161634,1
I1283280774,I219193219,1
I206895457,I4210098606,1
I4210161634,I56590836,1
I2802076133,I4432739,1
I2800006345,I4387153937,1
I4210164937,I46247651,1
I133836048,I74973139,1
I4210120115,I76130692,1
I1280414376,I87182695,1
I138006243,I25112270,1
I145847075,I49324905,1
I124357947,I133836048,1
I124357947,I4210091929,1
I145847075,I2800297018,1
I124357947,I74973139,1
I124357947,I84218800,1
I133836048,I4210091929,1
I133836048,I4210160447,1
I133836048,I84218800,1
I2800006345,I2802076133,1
I4210091929,I4210160447,1
I4210091929,I74973139,1
I4210091929,I84218800,1
I4210160447,I74973139,1
I4210160447,I84218800,1
I74973139,I84218800,1
I139264467,I2802194831,1
I141371507,I2802194831,1
I4210109712,I4210138551,1
I2802194831,I83436808,1
I1306409833,I84218800,1
I129774422,I31512782,1
I25485817,I3019423309,1
I25485817,I31512782,1
I130701444,I39705031,1
I4210095624,I84218800,1
I4390039371,I57206974,1
I121883995,I4210119669,1
I1343190059,I4210119669,1
I137265193,I40120149,1
I137265193,I4210100755,1
I137265193,I86519309,1
I40120149,I4210100755,1
I40120149,I86519309,1
I4210100755,I86519309,1
I12097938,I4210137693,1
I130701444,I67900169,1
I4210104735,I4391767926,1
I197347611,I39705031,1
I197347611,I67900169,1
I39705031,I67900169,1
I12097938,I3132238960,1
I3132238960,I71270174,1
I212119943,I71270174,1
I212119943,I3132238960,1
I141945490,I71270174,1
I130701444,I36258959,1
I102197404,I110736937,1
I102197404,I4210159731,1
I3132238960,I4210137693,1
I154099455,I76130692,1
I110736937,I4210144804,1
I138006243,I4210163771,1
I2800007677,I3132238960,1
I114027177,I66946132,1
I116953780,I66946132,1
I66867065,I66946132,1
I1282311441,I59270414,1
I27837315,I4210163771,1
I169381384,I4210164937,1
I169381384,I76130692,1
I1290206253,I4210163771,1
I1290206253,I82514191,1
I4210163771,I82514191,1
I40347166,I4210163771,1
I154099455,I179026463,1
I1282311441,I40120149,1
I1282311441,I2800007677,1
I20121455,I4210109712,1
I149899117,I20121455,1
I1282311441,I148283060,1
I59105498,I74786994,1
I4391767926,I74786994,1
I4210104735,I74786994,1
I12315562,I223532165,1
I139660479,I154099455,1
I4210104735,I59105498,1
I110736937,I204730241,1
I110736937,I4210159731,1
I2800007677,I59270414,1
I100532134,I2801239119,1
I1326498283,I212119943,1
I1326498283,I97018004,1
I180825142,I212119943,1
I180825142,I97018004,1
I212119943,I97018004,1
I-1,I100296615,1
I-1,I2801239119,1
I129604602,I4210090078,1
I-1,I56590836,1
I100296615,I100532134,1
I129604602,I185261750,1
I100532134,I4210164937,1
I102197404,I212119943,1
I100532134,I56590836,1
I111979921,I223532165,1
I111979921,I8078737,1
I102197404,I111979921,1
I111979921,I1294671590,1
I111979921,I277688954,1
I111979921,I39804081,1
I111979921,I4210144804,1
I111979921,I4210150358,1
I1294671590,I4210150358,1
I1294671590,I4210090078,1
I102197404,I97018004,1
I1326498283,I4210090078,1
I204730241,I4210159731,1
I1282311441,I4210127875,1
I4210144804,I4210159731,1
I141945490,I3132238960,1
I36253440,I4432739,1
I175594653,I2801851002,1
I1343190059,I36253440,1
I145311948,I4210127875,1
I102197404,I139264467,1
I1294671590,I139264467,1
I1326498283,I139264467,1
I139264467,I277688954,1
I139264467,I4210115485,1
I1290206253,I1294671590,1
I48566637,I98677209,1
I157485424,I3132238960,1
I1294671590,I4210164937,1
I1282311441,I157485424,1
I141945490,I36253440,1
I138285227,I36253440,1
I130701444,I4210104735,1
I122411786,I135310074,1
I122411786,I27804330,1
I135310074,I27804330,1
I185261750,I4210090078,1
I48566637,I56590836,1
I2800007677,I40120149,1
I21449261,I4210093282,1
I162646704,I59553526,1
I169173203,I204730241,1
I189712700,I4210144576,1
I137902535,I3132238960,1
I202697423,I4210144576,1
I4092182,I4210144576,1
I1286353243,I26274970,1
I1326498283,I26274970,1
I136199984,I169173203,1
I136199984,I185103710,1
I136199984,I204730241,1
I136199984,I39422238,1
I169173203,I185103710,1
I169173203,I39422238,1
I180825142,I4092182,1
I185103710,I204730241,1
I185103710,I39422238,1
I204730241,I39422238,1
I121883995,I25485817,1
I137902535,I2948663404,1
I137902535,I176113532,1
I114027177,I200769079,1
I130238516,I36253440,1
I114027177,I889458895,1
I130238516,I3132238960,1
I200769079,I66867065,1
I189712700,I202697423,1
I180825142,I202697423,1
I130238516,I2948663404,1
I185261750,I2801851002,1
I130701444,I52357470,1
I130701444,I1308906816,1
I141945490,I4210165024,1
I138285227,I4210165024,1
I114073160,I63966007,1
I1286353243,I2800129641,1
I1286353243,I2801851002,1
I1286353243,I45129253,1
I1326498283,I2800129641,1
I1326498283,I2801851002,1
I1326498283,I45129253,1
I2948663404,I36253440,1
I180825142,I189712700,1
I2800129641,I2801851002,1
I2948663404,I3132238960,1
I176113532,I36253440,1
I2801317318,I2801851002,1
I176113532,I3132238960,1
I2801851002,I4210141030,1
I2801851002,I45129253,1
I176113532,I2948663404,1
I137902535,I36253440,1
I129774422,I35440088,1
I197323543,I62916508,1
I66867065,I889458895,1
I161548249,I51532219,1
I200332995,I926574661,1
I130769515,I200769079,1
I1328775524,I139660479,1
I1328775524,I76130692,1
I1328775524,I90727586,1
I3132238960,I59270414,1
I223822909,I4210109156,1
I2799323385,I2802076133,1
I2802076133,I35440088,1
I3132238960,I40120149,1
I154986956,I2898391981,1
I180825142,I4210092639,1
I4210092639,I4210110975,1
I130769515,I889458895,1
I4210164942,I44504214,1
I102134673,I2799390153,1
I2799390153,I4210113652,1
I39586589,I44461941,1
I4210120115,I57206974,1
I189712700,I40120149,1
I2800007677,I84218800,1
I134113660,I4210134512,1
I134113660,I55732556,1
I4210134512,I55732556,1
I137479271,I200332995,1
I137479271,I926574661,1
I219193219,I2946016260,1
I21449261,I44504214,1
I129774422,I177725633,1
I4210088322,I4210160447,1
