institution_id,display_name,ror,type,country_code,country_name,world_region,city,region,latitude,longitude,homepage_url,works_count_openalex,cited_by_count_openalex,n_papers_dataset,n_authors_dataset,region_final
I201726411,United Arab Emirates University,https://ror.org/01km6p862,education,AE,United Arab Emirates,Asia,Al Ain,,24.191669464111328,55.76055908203125,https://www.uaeu.ac.ae,30135,1385916,1,1,Asia
I202276237,Medical University of Graz,https://ror.org/02n0bts35,education,AT,Austria,Europe,Graz,,47.06666946411133,15.449999809265137,http://www.medunigraz.at/en/,34985,3306002,1,1,Europe
I20231570,Peking University,https://ror.org/02v51f717,education,CN,China,Asia,Beijing,,39.907501220703125,116.39723205566406,https://www.pku.edu.cn,359547,28898798,33,40,Asia
I202524275,Smith College,https://ror.org/0497crr92,education,US,United States,Americas,Northampton,,42.32508850097656,-72.64119720458984,https://www.smith.edu,10916,360705,2,5,North America
I202697423,University of Zurich,https://ror.org/02crff812,education,CH,Switzerland,Europe,Zurich,,47.366668701171875,8.550000190734863,https://uzh.ch/de.html,188365,19421536,11,19,Europe
I202963720,University of St. Gallen,https://ror.org/0561a3s31,education,CH,Switzerland,Europe,Saint Gallen,,47.42390823364258,9.374770164489746,https://www.unisg.ch/,22303,878808,1,1,Europe
I203172682,Northern Arizona University,https://ror.org/0272j5188,education,US,United States,Americas,Flagstaff,,35.19807052612305,-111.6512680053711,https://www.nau.edu/,25747,1895809,1,2,North America
I203951103,Keio University,https://ror.org/02kn6nx58,education,JP,Japan,Asia,Tokyo,,35.68949890136719,139.69171142578125,https://www.keio.ac.jp,112221,7037270,3,5,Asia
I204250578,"University of California, Irvine",https://ror.org/04gyf1771,education,US,United States,Americas,Irvine,,33.66946029663086,-117.82311248779295,http://uci.edu/,180982,19280515,14,18,North America
I204337017,Aarhus University,https://ror.org/01aj84f44,education,DK,Denmark,Europe,Aarhus,,56.15673828125,10.210760116577148,https://www.au.dk,221190,11691549,10,15,Europe
I204465549,Washington University in St. Louis,https://ror.org/01yc7t268,education,US,United States,Americas,St Louis,,38.62726974487305,-90.19789123535156,http://wustl.edu/,237272,36994003,3,4,North America
I204512498,University of Macau,https://ror.org/01r4q9n85,education,MO,Macao,Asia,Macao,,22.200559616088867,113.54611206054688,http://www.umac.mo/,39243,2061797,2,2,Asia
I204553293,"China University of Petroleum, Beijing",https://ror.org/041qf4r12,education,CN,China,Asia,Beijing,,39.907501220703125,116.39723205566406,http://www.cup.edu.cn/internationaloffice/en/,48223,2534085,1,1,Asia
I204722609,Queen's University,https://ror.org/02y72wh86,education,CA,Canada,Americas,Kingston,,44.229759216308594,-76.4809799194336,http://www.queensu.ca/,114015,7924173,2,5,North America
I204730241,Université Paris Cité,https://ror.org/05f82e368,education,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,https://u-paris.fr/en,320448,34938111,5,5,Europe
I204778367,Norwegian University of Science and Technology,https://ror.org/05xg72x27,education,NO,Norway,Europe,Trondheim,,63.43048858642578,10.395059585571287,http://www.ntnu.edu,123441,6964694,1,1,Europe
I204824540,University of Wollongong,https://ror.org/00jtmb277,education,AU,Australia,Oceania,Wollongong,,-34.42399978637695,150.89344787597656,https://www.uow.edu.au,76141,4725047,1,1,Oceania
I204983213,Harbin Institute of Technology,https://ror.org/01yqg2h08,education,CN,China,Asia,Harbin,,45.75,126.6500015258789,https://www.hit.edu.cn,195235,12598627,1,1,Asia
I205237279,Nankai University,https://ror.org/01y1kjr75,education,CN,China,Asia,Tianjin,,39.14221954345703,117.17666625976562,https://nankai.edu.cn,102764,8917281,5,5,Asia
I205640436,Curtin University,https://ror.org/02n415q13,education,AU,Australia,Oceania,Perth,,-31.952239990234375,115.86139678955078,https://www.curtin.edu.au,85583,4885391,1,1,Oceania
I205703379,Institut Mines-Télécom,https://ror.org/025vp2923,facility,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,http://www.mines-telecom.fr/en/,5376,127327,2,2,Europe
I205783295,Cornell University,https://ror.org/05bnh6r87,education,US,United States,Americas,Ithaca,,42.44063186645508,-76.49661254882812,https://www.cornell.edu,441587,51384126,10,12,North America
I206895457,University of Siegen,https://ror.org/02azyry73,education,DE,Germany,Europe,Siegen,,50.87480926513672,8.024310111999512,https://www.uni-siegen.de,25861,1926570,2,3,Europe
I206945453,Paderborn University,https://ror.org/058kzsd48,education,DE,Germany,Europe,Paderborn,,51.719051361083984,8.754389762878418,http://www.uni-paderborn.de/en/,31373,1141778,3,3,Europe
I207624831,Slovak Academy of Sciences,https://ror.org/03h7qq074,other,SK,Slovakia,Europe,Bratislava,,48.14815902709961,17.106740951538086,https://www.sav.sk,45156,2473205,1,1,Europe
I212119943,University of Victoria,https://ror.org/04s5mat29,education,CA,Canada,Americas,Victoria,,48.4359016418457,-123.35154724121094,https://www.uvic.ca,69819,5505279,17,19,North America
I21449261,Masaryk University,https://ror.org/02j46qs45,education,CZ,Czechia,Europe,Brno,,49.195220947265625,16.607959747314453,https://www.muni.cz,52231,2052847,11,18,Europe
I216852786,École Centrale Paris,https://ror.org/00v0y5771,education,FR,France,Europe,Châtenay-Malabry,,48.76507186889648,2.266550064086914,http://www.ecp.fr/,6062,422759,2,1,Europe
I219193219,Purdue University West Lafayette,https://ror.org/02dqehb95,education,US,United States,Americas,West Lafayette,,40.42586898803711,-86.90807342529297,http://www.purdue.edu/,268550,19231208,59,101,North America
I22248866,AgroParisTech,https://ror.org/02kbmgc12,education,FR,France,Europe,Palaiseau,,48.71828079223633,2.249799966812134,https://www.agroparistech.fr,32923,1679838,1,1,Europe
I22299242,Kyoto University,https://ror.org/02kpeqv85,education,JP,Japan,Asia,Kyoto,,35.02106857299805,135.75384521484375,http://www.kyoto-u.ac.jp/en,337530,28898917,1,2,Asia
I223464139,Linnaeus University,https://ror.org/00j9qag85,education,SE,Sweden,Europe,Vaxjo,,56.87767028808594,14.809060096740724,https://lnu.se,14893,931185,1,4,Europe
I223532165,University of Utah,https://ror.org/03r0ha626,education,US,United States,Americas,Salt Lake City,,40.760780334472656,-111.89105224609376,https://www.utah.edu,211496,20211221,146,186,North America
I223822909,Heidelberg University,https://ror.org/038t36y30,education,DE,Germany,Europe,Heidelberg,,49.40768051147461,8.690790176391602,https://www.uni-heidelberg.de,288467,36890640,13,22,Europe
I22465464,University of Münster,https://ror.org/00pd74e08,education,DE,Germany,Europe,Münster,,51.96236038208008,7.6257100105285645,https://www.uni-muenster.de,113918,8879193,6,12,Europe
I2250650973,Samsung (South Korea),https://ror.org/04w3jy968,company,KR,"Korea, Republic of",Asia,Seoul,,37.56600189208984,126.97840118408205,http://www.samsung.com/sec/home/,44442,3108821,3,4,Asia
I2250653659,Tencent (China),https://ror.org/00hhjss72,company,CN,China,Asia,Shenzhen,,22.54553985595703,114.06829833984376,https://www.tencent.com/en-us/index.html,8413,662808,4,7,Asia
I2250955327,Huawei Technologies (China),https://ror.org/00cmhce21,company,CN,China,Asia,Shenzhen,,22.54553985595703,114.06829833984376,http://www.huawei.com/en/,12530,405202,3,4,Asia
I2252078561,Meta (Israel),https://ror.org/02388em19,company,IL,Israel,Asia,Tel Aviv,,32.08087921142578,34.78057098388672,https://www.meta.com/,5365,1391770,2,3,Asia
I231293419,China Academy of Art,https://ror.org/01r61sr78,education,CN,China,Asia,Hangzhou,,30.24333381652832,120.1588897705078,http://en.caa.edu.cn/,839,3423,1,1,Asia
I23732399,Montana State University,https://ror.org/02w0trx84,education,US,United States,Americas,Bozeman,,45.679649353027344,-111.03855895996094,http://www.montana.edu/,35784,2753716,2,2,North America
I241749,University of Cambridge,https://ror.org/013meh722,education,GB,United Kingdom,Europe,Cambridge,,52.20000076293945,0.1166699975728988,https://www.cam.ac.uk,421454,50424692,1,2,Europe
I24185976,Sichuan University,https://ror.org/011ashp19,education,CN,China,Asia,Chengdu,,30.666669845581055,104.0666732788086,https://scu.edu.cn,236172,17462718,2,2,Asia
I243754102,Universidade Federal do Ceará,https://ror.org/03srtnf24,education,BR,Brazil,Americas,Fortaleza,,-3.7172200679779057,-38.543060302734375,https://www.ufc.br,65158,2155422,1,1,South America
I24603500,University of Massachusetts Amherst,https://ror.org/0072zz521,education,US,United States,Americas,Amherst Center,,42.375370025634766,-72.51924896240234,https://www.umass.edu,114712,10416254,15,18,North America
I24943067,Fudan University,https://ror.org/013q1eq08,education,CN,China,Asia,Shanghai,,31.22221946716309,121.45806121826172,https://fudan.edu.cn,223697,18345737,11,25,Asia
I25112270,Universidade Federal de Pernambuco,https://ror.org/047908t24,education,BR,Brazil,Americas,Recife,,-8.053890228271484,-34.88111114501953,https://www.ufpe.br,78684,1993823,4,1,South America
I251424209,University of Girona,https://ror.org/01xdxns91,education,ES,Spain,Europe,Girona,,41.98310852050781,2.82492995262146,https://www.udg.edu,25065,1477096,2,5,Europe
I251738,Edinburgh Napier University,https://ror.org/03zjvnn91,education,GB,United Kingdom,Europe,Edinburgh,,55.95206069946289,-3.1964800357818604,http://www.napier.ac.uk/alumni/Pages/home.aspx,15625,655649,2,3,Europe
I2540865,Institut Français,https://ror.org/047hdnt12,other,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,http://www.institutfrancais.com/en,11579,549856,1,2,Europe
I25485817,St. Pölten University of Applied Sciences,https://ror.org/039a2re55,education,AT,Austria,Europe,St. Pölten,,48.20000076293945,15.633330345153809,https://www.fhstp.ac.at,1800,35787,3,5,Europe
I258800397,New York University Shanghai,https://ror.org/02vpsdb40,education,CN,China,Asia,Shanghai,,31.22221946716309,121.45806121826172,https://shanghai.nyu.edu/,3586,94638,1,1,Asia
I25974101,University of Würzburg,https://ror.org/00fbnyb24,education,DE,Germany,Europe,Würzburg,,49.79391098022461,9.951210021972656,http://www.uni-wuerzburg.de/en/ueber/university/,100278,9857245,3,5,Europe
I26120043,Ochanomizu University,https://ror.org/03599d813,education,JP,Japan,Asia,Tokyo,,35.68949890136719,139.69171142578125,https://www.ocha.ac.jp,11113,389671,6,9,Asia
I2613432,University of South Florida,https://ror.org/032db5x82,education,US,United States,Americas,Tampa,,27.947519302368164,-82.45842742919922,http://www.usf.edu/,121646,7843569,6,7,North America
I2614128279,Dalle Molle Institute for Artificial Intelligence Research,https://ror.org/013355g38,facility,CH,Switzerland,Europe,Lugano,,46.01007843017578,8.960040092468262,http://www.idsia.ch/,2503,401780,1,3,Europe
I26274970,FX Palo Alto Laboratory,https://ror.org/05ef4zt88,facility,US,United States,Americas,Palo Alto,California,37.44429016113281,-122.16161346435548,https://www.fxpal.com/,919,53571,5,4,North America
I265217849,IFP Énergies nouvelles,https://ror.org/03gcbhc33,facility,FR,France,Europe,Rueil-Malmaison,,48.87649917602539,2.1896700859069824,http://www.ifpenergiesnouvelles.com/,12210,687746,1,2,Europe
I26538001,San Diego State University,https://ror.org/0264fdx42,education,US,United States,Americas,San Diego,,32.7157096862793,-117.16471862792967,https://www.sdsu.edu,48797,3360984,1,1,North America
I2699952,Pontifical Catholic University of Rio de Janeiro,https://ror.org/01dg47b60,education,BR,Brazil,Americas,Rio de Janeiro,,-22.90641975402832,-43.18223190307617,https://www.puc-rio.br,37146,865775,1,4,South America
I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,https://ror.org/00jjx8s55,other,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,http://www.cea.fr/,170153,23764936,2,6,Europe
I277688954,Université Paris-Saclay,https://ror.org/03xjwb503,education,FR,France,Europe,Gif-sur-Yvette,,48.68333053588867,2.1333301067352295,http://www.universite-paris-saclay.fr/fr,131829,11798415,15,20,Europe
I27804330,Brown University,https://ror.org/05gq02987,education,US,United States,Americas,Providence,,41.82398986816406,-71.41282653808594,https://www.brown.edu,130981,14009977,17,29,North America
I27837315,University of Michigan–Ann Arbor,https://ror.org/00jmfr291,education,US,United States,Americas,Ann Arbor,,42.27756118774414,-83.74088287353516,https://www.umich.edu,956951,63718534,23,19,North America
I2799272722,Oulu University Hospital,https://ror.org/045ney286,healthcare,FI,Finland,Europe,Oulu,,65.01235961914062,25.46816062927246,https://www.ppshp.fi/en/Pages/default.aspx,14228,1417174,1,1,Europe
I2799323385,Board of the Swiss Federal Institutes of Technology,https://ror.org/01rvn4p91,government,CH,Switzerland,Europe,Zurich,,47.366668701171875,8.550000190734863,http://www.ethrat.ch/en,10941,990042,5,5,Europe
I2799337515,Toronto Western Hospital,https://ror.org/03qv8yq19,healthcare,CA,Canada,Americas,Toronto,,43.70011138916016,-79.41629791259766,http://www.uhn.ca/corporate/AboutUHN/OurHospitals/TWH,16046,2010194,1,1,North America
I2799390153,Leeds Teaching Hospitals NHS Trust,https://ror.org/00v4dac24,healthcare,GB,United Kingdom,Europe,Leeds,,53.80502700805664,-1.521880030632019,http://www.leedsth.nhs.uk/home/,14766,788802,1,4,Europe
I2799411422,Center for Discrete Mathematics and Theoretical Computer Science,https://ror.org/00k551w06,facility,US,United States,Americas,Piscataway,,40.499271392822266,-74.39904022216797,http://dimacs.rutgers.edu/,2114,50052,1,1,North America
I2799475292,Vancouver Hospital and Health Sciences Centre,https://ror.org/05p83my93,healthcare,CA,Canada,Americas,Vancouver,British Columbia,49.266456604003906,-123.12460327148438,http://www.vch.ca/your-care/hospital-care,1923,320730,1,1,North America
I2799504096,New York Times,https://ror.org/011w6k548,other,US,United States,Americas,Manhattan,New York,40.75619125366211,-73.99042510986328,http://www.nytco.com/,2348,15526,1,1,North America
I2799567181,Princeton Plasma Physics Laboratory,https://ror.org/03vn1ts68,facility,US,United States,Americas,Princeton,,40.34872055053711,-74.65904998779297,http://www.pppl.gov,13638,1167823,3,4,North America
I2799798094,UCLA Health,https://ror.org/01d88se56,other,US,United States,Americas,Los Angeles,,34.05223083496094,-118.24368286132812,https://www.uclahealth.org/Pages/Home.aspx,22181,949493,1,2,North America
I2799802224,Fife Council,https://ror.org/0261s3g35,government,GB,United Kingdom,Europe,Glenrothes,,56.184444427490234,-3.2187960147857666,http://www.fife.gov.uk/,336,8387,1,1,Europe
I2799803557,Barcelona Supercomputing Center,https://ror.org/05sd8tv96,facility,ES,Spain,Europe,Barcelona,,41.388790130615234,2.158989906311035,https://www.bsc.es/,10148,710855,2,3,Europe
I2799853436,Johns Hopkins Medicine,https://ror.org/037zgn354,healthcare,US,United States,Americas,Baltimore,,39.29037857055664,-76.61219024658203,https://www.hopkinsmedicine.org,142314,22229222,1,3,North America
I2799859273,Ostfalia University of Applied Sciences,https://ror.org/01bk10867,education,DE,Germany,Europe,Wolfenbüttel,,52.16442108154297,10.540949821472168,https://ostfalia.de,2371,25259,1,1,Europe
I2799891827,Korea Post,https://ror.org/00p45d091,government,KR,"Korea, Republic of",Asia,Seoul,,37.56600189208984,126.97840118408205,http://www.koreapost.go.kr/eng/main/index.jsp,1627,68981,1,1,Asia
I2799909505,Savannah River National Laboratory,https://ror.org/05vc7qy59,facility,US,United States,Americas,Aiken,,33.560420989990234,-81.71955108642578,http://srnl.doe.gov/,10707,333363,1,1,North America
I2799980853,Korea University Medical Center,https://ror.org/02cs2sd33,healthcare,KR,"Korea, Republic of",Asia,Seoul,,37.56600189208984,126.97840118408205,http://www.kumc.or.kr/language/ENG/main/index.do,13850,527392,1,1,Asia
