institution_id,display_name,ror,type,country_code,country_name,world_region,city,region,latitude,longitude,homepage_url,works_count_openalex,cited_by_count_openalex,n_papers_dataset,n_authors_dataset,region_final
I32597200,Ghent University,https://ror.org/00cv9y106,education,BE,Belgium,Europe,Ghent,,51.04999923706055,3.716670036315918,https://www.ugent.be,154541,14992326,1,1,Europe
I32625721,University of Saskatchewan,https://ror.org/010x8gc63,education,CA,Canada,Americas,Saskatoon,,52.132381439208984,-106.6689224243164,https://www.usask.ca/,89608,5197870,1,1,North America
I32943570,Helsinki Institute for Information Technology,https://ror.org/05kph4940,facility,FI,Finland,Europe,Espoo,,60.18549728393555,24.812246322631836,https://www.hiit.fi/,3219,223246,1,1,Europe
I32971472,Yale University,https://ror.org/03v76x132,education,US,United States,Americas,New Haven,,41.30815124511719,-72.92816162109375,https://www.yale.edu,387677,49010011,3,13,North America
I33213144,University of Florida,https://ror.org/02y3ad647,education,US,United States,Americas,Gainesville,,29.651630401611328,-82.3248291015625,https://www.ufl.edu,341582,29629827,13,17,North America
I33256026,German Research Centre for Artificial Intelligence,https://ror.org/01ayc5b57,other,DE,Germany,Europe,Kaiserslautern,,49.44300079345703,7.771609783172607,https://www.dfki.de/web,9673,366288,1,1,Europe
I33434090,University of Massachusetts Boston,https://ror.org/04ydmy275,education,US,United States,Americas,Boston,,42.358428955078125,-71.05976867675781,https://www.umb.edu/,29024,1386827,1,1,North America
I33976269,Xerox (France),https://ror.org/033q0mv79,company,FR,France,Europe,Saint-Denis,,48.91973114013672,2.3508129119873047,https://www.xerox.fr/,3158,161065,1,1,Europe
I34077533,Ohio Supercomputer Center,https://ror.org/01apna436,facility,US,United States,Americas,Columbus,,39.961181640625,-82.99878692626953,https://www.osc.edu/,771,26414,2,5,North America
I34809795,Medizinische Hochschule Hannover,https://ror.org/00f2yqf98,education,DE,Germany,Europe,Hanover,,52.37052154541016,9.733220100402832,https://www.mhh.de,84970,7616991,1,2,Europe
I35364215,Naval Postgraduate School,https://ror.org/033yfkj90,education,US,United States,Americas,Monterey,,36.60023880004883,-121.8946762084961,https://www.nps.edu,19258,652598,1,1,North America
I35440088,ETH Zurich,https://ror.org/05a28rw58,education,CH,Switzerland,Europe,Zurich,,47.366668701171875,8.550000190734863,https://ethz.ch,215499,24560687,41,48,Europe
I36234482,University of Bristol,https://ror.org/0524sp257,education,GB,United Kingdom,Europe,Bristol,,51.455230712890625,-2.5966498851776123,http://bristol.ac.uk/,194860,20088634,1,1,Europe
I36253440,IEEE Computer Society,https://ror.org/05nxk6n24,nonprofit,US,United States,Americas,Washington,,38.895111083984375,-77.03636932373047,https://www.computer.org,1911,36276,8,12,North America
I36258959,"University of California, San Diego",https://ror.org/0168r3w48,education,US,United States,Americas,San Diego,,32.7157096862793,-117.16471862792967,https://ucsd.edu,336000,48111432,10,14,North America
I36522303,Universität Greifswald,https://ror.org/00r1edq15,education,DE,Germany,Europe,Greifswald,,54.093109130859375,13.387860298156738,https://www.uni-greifswald.de,30630,2100032,3,6,Europe
I36672615,Courant Institute of Mathematical Sciences,https://ror.org/037tm7f56,education,US,United States,Americas,New York,New York,40.728702545166016,-73.9957275390625,http://www.cims.nyu.edu/,14545,1116471,1,1,North America
I36788626,California University of Pennsylvania,https://ror.org/01spssf70,education,US,United States,Americas,California,,40.06563186645508,-79.89170837402344,http://www.calu.edu/,41884,1074262,1,1,North America
I36819085,Northwest University,https://ror.org/00y7snj24,education,US,United States,Americas,Kirkland,Washington,47.65839767456055,-122.1961669921875,https://www.northwestu.edu/,4116,76368,1,2,North America
I368840534,University of Mississippi,https://ror.org/02teq1165,education,US,United States,Americas,Oxford,,34.36650085449219,-89.51924896240234,https://olemiss.edu,40090,2898639,4,5,North America
I38877650,Zhengzhou University,https://ror.org/04ypx8c21,education,CN,China,Asia,Zhengzhou,,34.75777816772461,113.64861297607422,https://www.zzu.edu.cn,108056,6292044,11,2,Asia
I392282,"University at Albany, State University of New York",https://ror.org/012zs8222,education,US,United States,Americas,Albany,,42.65258026123047,-73.75623321533203,https://www.albany.edu,51421,4071447,1,2,North America
I39343248,Humboldt-Universität zu Berlin,https://ror.org/01hcx6992,education,DE,Germany,Europe,Berlin,,52.52436828613281,13.410530090332031,https://www.hu-berlin.de/?set_language=en&cl=en,111660,8933916,1,1,Europe
I39422238,University of Illinois Chicago,https://ror.org/02mpq6x41,education,US,United States,Americas,Chicago,,41.85002899169922,-87.6500473022461,https://www.uic.edu,178762,15613991,19,28,North America
I39470171,University of Ontario Institute of Technology,https://ror.org/016zre027,education,CA,Canada,Americas,Oshawa,Ontario,43.944847106933594,-78.8917007446289,http://www.uoit.ca/,14412,613056,11,6,North America
I39555362,University of Warwick,https://ror.org/01a77tt86,education,GB,United Kingdom,Europe,Coventry,Warwickshire,52.37943649291992,-1.5615019798278809,http://www2.warwick.ac.uk/,128309,8456966,5,1,Europe
I39586589,Swansea University,https://ror.org/053fq8t95,education,GB,United Kingdom,Europe,Swansea,,51.62078857421875,-3.943229913711548,https://www.swansea.ac.uk,58086,3126777,21,27,Europe
I39705031,Catholic University of Daegu,https://ror.org/04fxknd68,education,KR,"Korea, Republic of",Asia,Gyeongsan-si,,35.91218948364258,128.80775451660156,http://www.cu.ac.kr/index.htm,10494,301613,1,1,Asia
I39804081,Sorbonne Université,https://ror.org/02en5vm52,education,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,https://www.sorbonne-universite.fr,336331,31741845,12,11,Europe
I39854758,Auckland University of Technology,https://ror.org/01zvqw119,education,NZ,New Zealand,Oceania,Auckland,,-36.853233337402344,174.76649475097656,http://www.aut.ac.nz/,26653,7267988,1,1,Oceania
I40120149,University of Oxford,https://ror.org/052gg0110,education,GB,United Kingdom,Europe,Oxford,,51.752220153808594,-1.2559599876403809,https://www.ox.ac.uk,550921,59153739,24,26,Europe
I40347166,University of Chicago,https://ror.org/024mw5h28,education,US,United States,Americas,Chicago,,41.85002899169922,-87.6500473022461,https://www.uchicago.edu,278917,33403165,10,11,North America
I4092182,Graz University of Technology,https://ror.org/00d7xrm67,education,AT,Austria,Europe,Graz,,47.06666946411133,15.449999809265137,https://www.tugraz.at,65227,2615401,25,14,Europe
I4179309,Park University,https://ror.org/04ngpga37,education,US,United States,Americas,Parkville,Missouri,39.18932342529297,-94.68012237548828,http://www.park.edu/,4730,301216,1,2,North America
I41833579,Roanoke College,https://ror.org/00jtk7j90,education,US,United States,Americas,Salem,,37.2934684753418,-80.05476379394531,https://www.roanoke.edu,1315,24241,1,1,North America
I4210085935,IBM Research - Almaden,https://ror.org/005w8dd04,facility,US,United States,Americas,San Jose,California,37.21099853515625,-121.80500030517578,http://research.ibm.com/labs/almaden/index.shtml,11175,1750927,2,3,North America
I4210086933,NYU Langone Health,https://ror.org/005dvqh91,healthcare,US,United States,Americas,New York,,40.71427154541016,-74.00596618652344,https://nyulangone.org,31468,2404409,1,2,North America
I4210087032,Cambridge Scientific (United States),https://ror.org/001s4dh65,company,US,United States,Americas,Watertown,Massachusetts,42.364723205566406,-71.1657943725586,http://cambridgescientific.com/,1018,112931,4,5,North America
I4210087747,Creative Technologies (United States),https://ror.org/001qkb777,company,US,United States,Americas,Los Angeles,California,34.094764709472656,-118.28069305419922,https://cretecinc.com/,1487,137435,1,3,North America
I4210087915,Massachusetts General Hospital,https://ror.org/002pd6e78,healthcare,US,United States,Americas,Boston,,42.358428955078125,-71.05976867675781,http://www.massgeneral.org/,229094,42892885,1,2,North America
I4210088322,Centre de Gestion Scientifique,https://ror.org/003y0kg83,facility,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,http://cgs-mines-paristech.fr/,5682,1166400,1,1,Europe
I4210088341,University of Finance and Economics,https://ror.org/005d8s603,education,MN,Mongolia,Asia,Ulaanbaatar,,47.91965103149414,106.93045043945312,https://www.ufe.edu.mn,4264,16554,1,1,Asia
I4210088595,Technology Applications (United States),https://ror.org/009r6as98,company,US,United States,Americas,Boulder,Colorado,40.07073211669922,-105.2030258178711,http://www.techapps.com/,857,35730,1,1,North America
I4210088621,Know Center Research GmbH (Austria),https://ror.org/004zhad81,company,AT,Austria,Europe,Graz,,47.06666946411133,15.449999809265137,https://www.know-center.at,1590,26350,1,4,Europe
I4210088715,FH Campus Wien,https://ror.org/003f4pg83,education,AT,Austria,Europe,Vienna,,48.20848846435547,16.372079849243164,https://www.fh-campuswien.ac.at,4625,59711,1,1,Europe
I4210088792,United States Army,https://ror.org/00afsp483,other,US,United States,Americas,Arlington,,38.88100814819336,-77.10427856445312,http://www.army.mil/,27963,1291604,1,1,North America
I4210089608,Natural History Museum of Bern,https://ror.org/0066mva78,archive,CH,Switzerland,Europe,Bern,,46.94272232055664,7.448847770690918,https://www.nmbe.ch/,1680,21481,1,1,Europe
I4210089612,United States Air Force,https://ror.org/006gmme17,other,US,United States,Americas,Arlington,,38.88100814819336,-77.10427856445312,https://www.airforce.com/,8162,336461,1,1,North America
I4210089980,Research Organization for Information Science and Technology,https://ror.org/00az65y50,nonprofit,JP,Japan,Asia,Tōkai-mura,,36.46595764160156,140.58619689941406,http://www.rist.or.jp/ehome.html,757,34889,1,1,Asia
I4210090485,Crystal Research (United States),https://ror.org/0001tya14,company,US,United States,Americas,Olympia,Washington,46.95513916015625,-122.73736572265624,http://www.crystal-research.com/contact_page.htm,1261,83513,1,1,North America
I4210090737,Advanced Mechanical Technology (United States),https://ror.org/00hh31m68,company,US,United States,Americas,Watertown,Massachusetts,42.368919372558594,-71.20713806152344,http://www.amti.biz/,139,3147,1,2,North America
I4210090857,Schlumberger (United States),https://ror.org/009m79n22,company,US,United States,Americas,Houston,Texas,29.697586059570312,-95.38435363769533,http://www.slb.com/,4838,356788,1,3,North America
I4210091137,NetEase (China),https://ror.org/00fp6fj05,company,CN,China,Asia,Beijing,,39.90593719482422,116.31217956542967,http://www.163.com/,642,21386,2,2,Asia
I4210091159,Indiana State Department of Health,https://ror.org/00hdf4w21,government,US,United States,Americas,Indianapolis,,39.76837921142578,-86.15804290771484,https://www.in.gov/health/,373,40260,1,1,North America
I4210091327,Max Planck Institute for Mathematics in the Sciences,https://ror.org/00ez2he07,facility,DE,Germany,Europe,Leipzig,,51.33961868286133,12.37129020690918,http://www.mis.mpg.de/index.html,4495,117445,1,2,Europe
I4210091341,Novartis (China),https://ror.org/00fxgea47,company,CN,China,Asia,Beijing,,40.207298278808594,116.23381805419922,https://www.novartis.com,1488,148528,1,3,Asia
I4210091437,Sorbonne Paris Cité,https://ror.org/001z21q04,other,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,http://www.sorbonne-paris-cite.fr/en,49867,6853066,1,1,Europe
I4210091615,Saint Vincent's Catholic Medical Center,https://ror.org/00cwrhn79,healthcare,US,United States,Americas,New York,New York,40.73641586303711,-73.99958801269531,http://www.svcmc.org/,5609,309450,1,1,North America
I4210091772,Max Planck Institute for Extraterrestrial Physics,https://ror.org/00e4bwe12,facility,DE,Germany,Europe,Garching bei München,,48.26166534423828,11.671667098999023,http://www.mpe.mpg.de/2169/en,19942,2724318,1,1,Europe
I4210091929,Konkuk University Medical Center,https://ror.org/00jcx1769,healthcare,KR,"Korea, Republic of",Asia,Seoul,,37.56600189208984,126.97840118408205,http://www.kuh.ac.kr/english/,9390,251347,1,1,Asia
I4210092357,Institute of Mathematics and Computer Science,https://ror.org/00fy4at53,facility,MD,"Moldova, Republic of",Europe,Chisinau,,47.0134391784668,28.84819984436035,http://www.math.md/en/,936,12586,2,8,Europe
I4210092639,Boeing (Spain),https://ror.org/00fxnmt68,company,ES,Spain,Europe,Madrid,,40.416500091552734,-3.7025599479675297,https://www.boeing.es,370,9704,1,1,Europe
I4210092658,Harvard–MIT Division of Health Sciences and Technology,https://ror.org/00jjeh629,education,US,United States,Americas,Cambridge,Massachusetts,42.361778259277344,-71.0869140625,http://hst.mit.edu/,6726,1685067,1,1,North America
I4210093282,Institut de Robòtica i Informàtica Industrial,https://ror.org/00mcdyn90,facility,ES,Spain,Europe,Barcelona,,41.388790130615234,2.158989906311035,https://www.iri.upc.edu,1746,84814,1,3,Europe
I4210093996,Dolby (United States),https://ror.org/01eyenr26,company,US,United States,Americas,San Francisco,California,37.79256057739258,-122.39727783203124,http://www.dolby.com/in/en/index.html,425,7725,1,1,North America
I4210094059,Kavli Institute for Particle Astrophysics and Cosmology,https://ror.org/00pwqz914,facility,US,United States,Americas,Menlo Park,California,37.42818069458008,-122.17259979248048,https://kipac.stanford.edu/,7650,3154422,1,3,North America
I4210094759,Fujitsu (United States),https://ror.org/0073whr05,company,US,United States,Americas,Sunnyvale,California,37.37980270385742,-121.99176788330078,http://www.fujitsu.com/us,2180,60550,1,1,North America
I4210094970,Energy Research Institute,https://ror.org/00ndnb620,facility,CN,China,Asia,Jinan,,36.669246673583984,117.07591247558594,http://www.sderi.cn/en/,5891,328386,1,1,Asia
I4210095128,Center for Massive Data Algorithmics,https://ror.org/00qbzpp62,facility,DK,Denmark,Europe,Aarhus,,56.168174743652344,10.202775955200195,http://madalgo.au.dk/,234,9813,1,1,Europe
I4210095624,Alibaba Group (United States),https://ror.org/00rn0m335,company,US,United States,Americas,San Mateo,California,37.55870819091797,-122.3250732421875,http://alibabagroup.com/en/global/home,2912,196546,2,2,North America
I4210095732,Visteon (United States),https://ror.org/00qabvy28,company,US,United States,Americas,Belleville,Michigan,42.24220657348633,-83.43316650390625,http://visteon.com/,206,7365,1,1,North America
I4210096112,Rutgers Sexual and Reproductive Health and Rights,https://ror.org/00rcvgx40,other,NL,Netherlands,Europe,Utrecht,,52.08233642578125,5.117863178253174,http://www.rutgers.international/,39837,878168,2,4,Europe
I4210096500,Institute of Atmospheric Sciences and Climate,https://ror.org/00n8ttd98,facility,IT,Italy,Europe,Bologna,,44.522239685058594,11.338353157043455,http://www.isac.cnr.it/,6062,409908,1,4,Europe
I4210097138,CEA Paris-Saclay - Etablissement de Fontenay-aux-roses,https://ror.org/010j2gw05,government,FR,France,Europe,Fontenay-aux-Roses,,48.793251037597656,2.2927498817443848,https://fontenay-aux-roses.cea.fr/far,5516,453874,1,2,Europe
I4210097295,Vital Research,https://ror.org/00svqj211,facility,US,United States,Americas,Los Angeles,California,34.06371307373047,-118.36811065673828,https://www.vitalresearch.com/,446,33690,1,1,North America
I4210098034,Key Laboratory of Guangdong Province,https://ror.org/00swtqp09,facility,CN,China,Asia,Guangzhou,,23.132566452026367,113.2597198486328,http://gdlab.gdstc.gov.cn/,14008,1032614,1,1,Asia
I4210098141,Nokia (United Kingdom),https://ror.org/00zpf0626,company,GB,United Kingdom,Europe,London,,51.490272521972656,0.0067759999074041,https://www.nokia.com/,532,46318,1,3,Europe
I4210098606,Austrian Foundry Research Institute,https://ror.org/00vg4nv59,nonprofit,AT,Austria,Europe,Leoben,,47.38553237915039,15.094300270080566,http://www.ogi.at/en/,163,3646,2,3,Europe
I4210098902,Laboratoire de Chimie Théorique,https://ror.org/00tmb7y09,facility,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,https://www.lct.jussieu.fr,4851,279084,1,3,Europe
I4210098931,Quantitative BioSciences,https://ror.org/010brsj79,nonprofit,US,United States,Americas,Solana Beach,California,32.9898681640625,-117.2595672607422,http://www.qbisci.com/,8399,567315,1,5,North America
I4210099236,Kootenay Association for Science & Technology,https://ror.org/011pv9p44,nonprofit,CA,Canada,Americas,Rossland,British Columbia,49.07619094848633,-117.7970962524414,http://kast.com/,4743,149594,4,5,North America
I4210099593,Computer Algorithms for Medicine,https://ror.org/00zky6d38,facility,AT,Austria,Europe,Graz,,47.04371643066406,15.439555168151855,https://cafe-lab.org/,3578,47467,3,5,Europe
I4210099974,Intelligent Light (United States),https://ror.org/00wqezk94,company,US,United States,Americas,Rutherford,New Jersey,40.81841278076172,-74.10112762451172,http://www.ilight.com/en/,219,2576,2,2,North America
I4210099988,Telefonica (Germany),https://ror.org/00xfdbb04,company,DE,Germany,Europe,Munich,,48.17571640014648,11.533604621887209,https://www.telefonica.de/home-corporate-en.html,216,2092,1,1,Europe
I4210100283,"Laboratoire des Sciences de l'Ingénieur, de l'Informatique et de l'Imagerie",https://ror.org/00k4e5n71,facility,FR,France,Europe,Illkirch-Graffenstaden,,48.52893829345703,7.715229988098144,https://icube.unistra.fr/,15134,456954,1,1,Europe
I4210100400,Northwestern University,https://ror.org/00m6w7z96,education,PH,Philippines,Asia,Laoag,,18.186038970947266,120.56705474853516,http://www.nwu.edu.ph/,5675,208698,1,1,Asia
I4210100430,Google (Switzerland),https://ror.org/014f9c269,company,CH,Switzerland,Europe,Zurich,,47.36558151245117,8.52480411529541,https://www.google.ch/,930,111105,1,2,Europe
I4210100869,Universitätsklinikum Tulln,https://ror.org/012j4s611,healthcare,AT,Austria,Europe,Tulln,,48.32193756103515,16.064905166625977,http://www.tulln.lknoe.at/,520,18680,1,1,Europe
I4210101327,Twin Cities Orthopedics,https://ror.org/01en4s460,healthcare,US,United States,Americas,Edina,Minnesota,44.886329650878906,-93.33179473876952,https://www.tcomn.com/,34082,2140075,3,8,North America
I4210101455,CEA DAM Île-de-France,https://ror.org/00kn4eb29,government,FR,France,Europe,Bruyères-le-Châtel,,48.588680267333984,2.1899099349975586,http://www-dam.cea.fr/,7392,520663,1,2,Europe
I4210101598,Slovak Hydrometeorological Institute,https://ror.org/00xsnzk20,government,SK,Slovakia,Europe,Bratislava,,48.16779327392578,17.107494354248047,http://www.shmu.sk/en/?page=1,437,23146,1,1,Europe
I4210101743,"Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier",https://ror.org/013yean28,facility,FR,France,Europe,Montpellier,,43.610931396484375,3.876349925994873,https://www.lirmm.fr,9238,414315,3,6,Europe
I4210101778,Samsung (United States),https://ror.org/01bfbvm65,company,US,United States,Americas,Ridgefield Park,,40.85704040527344,-74.02153015136719,https://www.samsung.com/us/,5368,251969,1,1,North America
I4210102302,University Hospital Brno,https://ror.org/00qq1fp34,healthcare,CZ,Czechia,Europe,Brno,,49.195220947265625,16.607959747314453,https://www.fnbrno.cz,8091,488179,2,5,Europe
I4210102542,Heliotrope Technologies (United States),https://ror.org/00sfcfc45,company,US,United States,Americas,Berkeley,California,37.85135269165039,-122.25271606445312,http://www.heliotropetech.com/,5,277,1,1,North America
I4210102902,Sheffield Teaching Hospitals NHS Foundation Trust,https://ror.org/018hjpz25,other,GB,United Kingdom,Europe,Sheffield,,53.38296890258789,-1.46589994430542,http://www.sth.nhs.uk/,9823,496403,1,1,Europe
I4210102939,IAP Research (United States),https://ror.org/018k5nw16,company,US,United States,Americas,Dayton,Ohio,39.706443786621094,-84.13404083251953,http://www.iap.com/,221,6788,2,1,North America
I4210102957,Département Mathématiques et Informatique Appliquées,https://ror.org/011emb038,government,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,https://www.inrae.fr/actualites?inrae_prod%5bsortBy%5d=inrae_prod_created_date_desc&inrae_prod%5brefinementList%5d%5bname_department%5d%5b0%5d=NUMM,6194,76169,1,1,Europe
I4210103820,Autodesk (Canada),https://ror.org/01b3dk794,company,CA,Canada,Americas,Montreal,Quebec,45.49529647827149,-73.55319213867188,http://www.autodesk.ca/en,354,30280,3,5,North America
I4210103986,Jingdong (China),https://ror.org/01dkjkq64,company,CN,China,Asia,Beijing,,39.78896713256836,116.5632095336914,http://www.jd.com/,3711,185425,4,4,Asia
I4210104311,Institute of Scientific and Technical Information of China,https://ror.org/01b2av652,government,CN,China,Asia,Beijing,,39.90837478637695,116.31510925292967,http://www.istic.ac.cn/English/,2325,26118,1,2,Asia
I4210104475,Momentive (Japan),https://ror.org/01eaqxy97,company,JP,Japan,Asia,Ōta,,36.2718620300293,139.34133911132812,https://www.momentive.com/,156,1713,1,2,Asia
I4210104684,VetAgro Sup,https://ror.org/01c7wz417,education,FR,France,Europe,Lyon,,45.74845886230469,4.846710205078125,http://www.vetagro-sup.fr/en/,5182,160507,1,1,Europe
I4210104735,Sandia National Laboratories,https://ror.org/01apwpt12,facility,US,United States,Americas,Albuquerque,,35.08449172973633,-106.65113830566406,http://www.sandia.gov,46690,2848421,13,18,North America
I4210104972,Norrköping Visualisering (Sweden),https://ror.org/01krfhk43,company,SE,Sweden,Europe,Norrköping,,58.58924102783203,16.177249908447266,http://visualiseringscenter.se/en,40,3029,2,6,Europe
I4210105663,Deutsches Herzzentrum der Charité,https://ror.org/01mmady97,healthcare,DE,Germany,Europe,Berlin,,52.52436828613281,13.410530090332031,https://www.dhzb.de,9509,768502,1,2,Europe
I4210105990,Institute of Geodesy and Geophysics,https://ror.org/01gkn6j11,facility,CN,China,Asia,Wuhan,,30.583330154418945,114.26667022705078,http://english.whigg.cas.cn/,3737,153825,1,4,Asia
I4210106122,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),https://ror.org/00y7mag53,facility,CN,China,Asia,Guangzhou,,23.116670608520508,113.25,http://www.gmlab.ac.cn/,16319,635395,2,2,Asia
I4210106297,MacroGenics (United States),https://ror.org/01hcd4187,company,US,United States,Americas,Rockville,,39.08399963378906,-77.15276336669922,https://www.macrogenics.com/,591,89200,1,3,North America
I4210106889,Science Communication Institute,https://ror.org/01m52ey02,nonprofit,US,United States,Americas,Seattle,Washington,47.72909927368164,-122.3305435180664,http://nationalscience.org/,984,9464,1,1,North America
I4210107053,Core Competence,https://ror.org/012cc0c94,company,US,United States,Americas,Santa Fe,New Mexico,35.6909294128418,-106.0212173461914,http://www.corecom.com/,3246,288781,1,2,North America
I4210107558,Consorzio Pisa Ricerche,https://ror.org/01t0n3b84,facility,IT,Italy,Europe,Pisa,,43.71246719360352,10.399650573730469,http://www.cpr.it/,470,29803,1,1,Europe
I4210108629,Computer Network Information Center,https://ror.org/01s0wyf50,facility,CN,China,Asia,Beijing,,39.97991943359375,116.33592224121094,http://english.cnic.cas.cn/,2864,86515,4,8,Asia
I4210108711,University Medical Center Hamburg-Eppendorf,https://ror.org/01zgy1s35,healthcare,DE,Germany,Europe,Hamburg,,53.55073165893555,9.993020057678224,http://www.uke.de/,72307,6942984,2,4,Europe
I4210108985,Bellevue Hospital Center,https://ror.org/01ky34z31,healthcare,US,United States,Americas,New York,,40.71427154541016,-74.00596618652344,http://www.nyc.gov/html/hhc/bellevue/html/home/home.shtml,13529,778185,2,3,North America
I4210109156,Max Planck Institute for Astronomy,https://ror.org/01vhnrs90,facility,DE,Germany,Europe,Heidelberg,,49.39638900756836,8.723610877990723,http://www.mpia.de/en,15983,1915674,1,1,Europe
I4210109586,Moscow Institute of Thermal Technology,https://ror.org/021es5e59,facility,RU,Russian Federation,Europe,Moscow,,55.75874710083008,37.61050033569336,http://www.corp-mit.ru/,15004,270098,2,3,Europe
I4210109712,Max Planck Institute for Informatics,https://ror.org/01w19ak89,facility,DE,Germany,Europe,Saarbrücken,,49.25777816772461,7.04555606842041,https://www.mpi-inf.mpg.de/home/,8153,684654,15,20,Europe
I4210110792,Centre de Recherche en Automatique de Nancy,https://ror.org/022r5hc56,facility,FR,France,Europe,Nancy,,48.68439102172851,6.184959888458252,https://www.cran.univ-lorraine.fr,8353,189456,1,1,Europe
I4210110975,"Reference Center for Research, Development and Innovation in ATM",https://ror.org/01vhjs264,facility,ES,Spain,Europe,Madrid,,40.416500091552734,-3.7025599479675297,http://www.crida.es/?hl=en_US,261,6991,2,1,Europe
I4210110987,IIT@MIT,https://ror.org/01wp8zh54,facility,US,United States,Americas,Cambridge,Massachusetts,42.362300872802734,-71.09395599365234,https://www.iit.it/research/lines/iit-mit,12748,1086832,1,1,North America
I4210111179,Michigan United,https://ror.org/0291ys696,nonprofit,US,United States,Americas,Kalamazoo,Michigan,42.280242919921875,-85.56851959228516,http://www.miunited.org/,20471,1282472,2,2,North America
I4210111842,Computer Research Institute of Montréal,https://ror.org/0279d5115,nonprofit,CA,Canada,Americas,Montreal,,45.50883865356445,-73.58780670166016,http://www.crim.ca/en/,1270,74142,1,3,North America
I4210112067,IBM (France),https://ror.org/02wnbr922,company,FR,France,Europe,Paris,,48.84397506713867,2.39628005027771,https://www.ibm.com/fr-fr/,404,12154,1,1,Europe
I4210112527,Luxembourg Institute of Science and Technology,https://ror.org/01t178j62,education,LU,Luxembourg,Europe,Belvaux,,49.51013946533203,5.924139976501465,https://www.list.lu,6340,248059,1,3,Europe
I4210112925,Max Planck Institute for Biological Cybernetics,https://ror.org/026nmvv73,facility,DE,Germany,Europe,Tübingen,,48.53666687011719,9.058889389038086,http://www.kyb.tuebingen.mpg.de/,12162,779316,1,1,Europe
I4210112998,Vetenskap I Skolan,https://ror.org/021e6jr16,other,SE,Sweden,Europe,Malmo,,55.59575271606445,12.971288681030272,http://www.visvis.se/,784,12044,3,7,Europe
I4210113003,Physical Sciences (United States),https://ror.org/021qvjc46,company,US,United States,Americas,Andover,Massachusetts,42.69598388671875,-71.20570373535156,http://www.psicorp.com/,8002,429290,2,2,North America
I4210113369,Microsoft Research Asia (China),https://ror.org/0300m5276,company,CN,China,Asia,Beijing,,39.907501220703125,116.39723205566406,http://research.microsoft.com/en-us/labs/asia/,8014,1507547,26,34,Asia
I4210113495,Children's Hospital of Zhejiang University,https://ror.org/025fyfd20,healthcare,CN,China,Asia,Hangzhou,,30.26316261291504,120.16571044921876,http://www.zjuch.cn/Hospitals/main,6848,276884,1,1,Asia
I4210113652,Sectra (Sweden),https://ror.org/025nk1308,company,SE,Sweden,Europe,Linköping,,58.71442031860352,15.2056303024292,http://www.sectra.com/,163,6635,4,5,Europe
I4210113654,IBM (Canada),https://ror.org/025sxka56,company,CA,Canada,Americas,Markham,,43.8668212890625,-79.26629638671875,http://www.ibm.com/ca/en/,1339,33129,1,1,North America
I4210114058,Max Planck Institute of Animal Behavior,https://ror.org/026stee22,facility,DE,Germany,Europe,Radolfzell,,47.768104553222656,8.996386528015137,https://www.ab.mpg.de/,2561,74412,1,1,Europe
I4210114081,Korea Kacoh (South Korea),https://ror.org/02930yz47,company,KR,"Korea, Republic of",Asia,Seoul,,37.48896026611328,126.8979949951172,http://kacoh.co.kr/,55,1300,1,1,Asia
I4210114115,IBM Research - Thomas J. Watson Research Center,https://ror.org/0265w5591,facility,US,United States,Americas,Yorktown Heights,,41.27093124389648,-73.77763366699219,http://research.ibm.com/labs/watson/index.shtml,25521,3283367,32,40,North America
I4210114521,Fluent (United States),https://ror.org/01qdnge68,company,US,United States,Americas,New York,New York,40.70362854003906,-74.01290130615234,https://www.fluentco.com/,419,21222,1,3,North America
I4210115111,University of Arts and Industrial Design Linz,https://ror.org/02as55378,education,AT,Austria,Europe,Linz,,48.30638885498047,14.286109924316406,https://www.kunstuni-linz.at,917,5850,1,1,Europe
I4210115485,Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,https://ror.org/01raq4x89,facility,FR,France,Europe,Orsay,,48.69572067260742,2.187269926071167,https://www.limsi.fr/,5174,147550,6,5,Europe
I4210115791,Center for Visual Communication (United States),https://ror.org/02dhkpg18,company,US,United States,Americas,Philadelphia,Pennsylvania,39.85801315307617,-75.41020202636719,http://www.visitvisual.com/,744,14629,2,6,North America
I4210115859,"Behavioral Tech Research, Inc.",https://ror.org/02843s885,nonprofit,US,United States,Americas,Seattle,Washington,47.664405822753906,-122.31673431396484,http://www.btechresearch.com/,2494,188376,1,2,North America
I4210116233,Kapsch (Czechia),https://ror.org/02rffwf78,company,CZ,Czechia,Europe,Prague,,50.09311294555664,14.437984466552734,https://www.kapsch.net/cz,15,151,1,1,Europe
I4210116267,American School of Doha,https://ror.org/02ard0m30,education,QA,Qatar,Asia,Doha,,25.263887405395508,51.48111724853515,https://asd.sch.qa/,75,898,1,1,Asia
