AuthorAffiliation_clean,canonical_affiliation_en,canonical_method,canonical_match_score
"CNUCE CNR, Pisa, Italy","CNUCE CNR, Pisa, Italy",exact,100.0
"CNUCE-Consiglio Nazionale delle Ricerche, Pisa, Italy","CNUCE-Consiglio Nazionale delle Ricerche, Pisa, Italy",exact,100.0
"COS, Heidelberg University","COS, Heidelberg University",exact,100.0
"CRI, Purdue University, USA","CRI, Purdue University, USA",exact,100.0
"CRIDA (Reference Center for Research, Development and Innovation in ATM)","CRIDA (Reference Center for Research, Development and Innovation in ATM)",exact,100.0
"CRS4, Italy","CRS4, Italy",exact,100.0
"CRS4, Pula, Italy","CRS4, Pula, Italy",exact,100.0
"CS Department, Purdue University, USA","CS Department, Purdue University, USA",identity,81.6
"CS, Purdue University, USA","CS, Purdue University, USA",exact,100.0
"CSAIL, Massachusetts Institute of Technology, USA","CSAIL, Massachusetts Institute of Technology, USA",exact,100.0
CSC/NASA Ames,CSC/NASA Ames,exact,100.0
"CSE Department, Polytechnic Institute of New York University, Brooklyn, NY, USA","CSE Department, Polytechnic Institute of New York University, Brooklyn, NY, USA",exact,100.0
"CSE Department, University of California, San Diego","CSE Department, University of California, San Diego",exact,100.0
"CSE department, University of Minnesota, Minneapolis, MN, USA","CSE department, University of Minnesota, Minneapolis, MN, USA",exact,100.0
"CSEE Department, University of Maryland Baltimore County, Baltimore, MD, USA","CSEE Department, University of Maryland Baltimore County, Baltimore, MD, USA",exact,100.0
"CSEE Department, University of Maryland Baltimore County, USA","CSEE Department, University of Maryland Baltimore County, USA",exact,100.0
"CSIRO Australia Telescope National Facility and, Macquarie University, Sydney, NSW, Australia","CSIRO Australia Telescope National Facility and, Macquarie University, Sydney, NSW, Australia",exact,100.0
"CU Boulder, USA","CU Boulder, USA",exact,100.0
CUSP King's College London,CUSP King's College London,exact,100.0
"CUSP, New York University, USA","CUSP, New York University, USA",exact,100.0
"CVC, Computer Science, Stony Brook University, USA","CVC, Computer Science, Stony Brook University, USA",exact,100.0
"CVRTI, University of Utah, Salt Lake, UT, USA","CVRTI, University of Utah, Salt Lake, UT, USA",exact,100.0
CWI,CWI,exact,100.0
"Caesar Research Center, Bonn, Germany","Caesar Research Center, Bonn, Germany",exact,100.0
Cahners MicroDesign Resources,Cahners MicroDesign Resources,exact,100.0
"Cahrlotten Visualization Center, North Carolina State University, Charlotte, USA","Cahrlotten Visualization Center, North Carolina State University, Charlotte, USA",exact,100.0
"Cajal Neuroscience Research Center, University of Texas, San Antonio, USA","Cajal Neuroscience Research Center, University of Texas, San Antonio, USA",exact,100.0
"California Institute of Technology, Pasadena, CA, US","California Institute of Technology, Pasadena, CA, US",exact,100.0
"California Institute of Technology, Pasadena, CA, USA","California Institute of Technology, Pasadena, CA, USA",exact,100.0
"California Institute of Technology, USA","California Institute of Technology, USA",exact,100.0
"California State University Sacramento, United States","California State University Sacramento, United States",exact,100.0
"Calit2 at the University of California, Irvine, USA","Calit2 at the University of California, Irvine, USA",exact,100.0
"Calit2 at the University of California, San Diego, USA","Calit2 at the University of California, San Diego, USA",exact,100.0
Caltech,Caltech,exact,100.0
"Caltech, USA","Caltech, USA",exact,100.0
"Cambridge Research Lab, Digital Equipment Corporation, Cambridge, MA, USA","Cambridge Research Lab, Digital Equipment Corporation, Cambridge, MA, USA",exact,100.0
"Cambridge Research Laboratory, Digital Equipment Corporation, Cambridge, MA, USA","Cambridge Research Lab, Digital Equipment Corporation, Cambridge, MA, USA",exact,100.0
"Cambridge, Harvard School of Engineering and Applied Sciences, MA, USA","Cambridge, Harvard School of Engineering and Applied Sciences, MA, USA",exact,100.0
"Capgemini sd&m AG, Germany","Capgemini sd&m AG, Germany",exact,100.0
"Capgemini, RWTH Aachen University","Capgemini, RWTH Aachen University",exact,100.0
"Capital One, USA","Capital One, USA",exact,100.0
"Car Body Design and Engineering, Bayerische Motoren Werke AG, Munchen, Germany and Entwicklung Karosserie, BMW AG, Munchen, Germany","Car Body Design and Engineering, Bayerische Motoren Werke AG, Munchen, Germany and Entwicklung Karosserie, BMW AG, Munchen, Germany",exact,100.0
Cardiff University,Cardiff University,exact,100.0
"Cardiff University, UK","Cardiff University, UK",exact,100.0
"Cardiff University, United Kingdom","Cardiff University, United Kingdom",exact,100.0
"Carleton University, Canada","Carleton University, Canada",exact,100.0
"Carleton University, School of Computer Science, Canada","Carleton University, School of Computer Science, Canada",exact,100.0
"Carnegie Mellon Univ., Pittsburgh, PA, USA","Carnegie Mellon Univ., Pittsburgh, PA, USA",exact,100.0
Carnegie Mellon University,Carnegie Mellon University,exact,100.0
"Carnegie Mellon University Robotics Institute, USA","Carnegie Mellon University Robotics Institute, USA",exact,100.0
"Carnegie Mellon University, Pittsburgh, PA, USA","Carnegie Mellon Univ., Pittsburgh, PA, USA",exact,100.0
"Carnegie Mellon University, USA","Carnegie Mellon University, USA",exact,100.0
"Carnegie Mellon University, United States","Carnegie Mellon University, United States",exact,100.0
"Carnegie Mellon, USA","Carnegie Mellon, USA",exact,100.0
Catharina Hospital Eindhoven,Catharina Hospital Eindhoven,exact,100.0
"Catharina Hospital, Eindhovn, Netherlands","Catharina Hospital, Eindhovn, Netherlands",exact,100.0
"Catholic University of Daegu, Gyeongsan, Gyeongsangbuk-do, KR","Catholic University of Daegu, Gyeongsan, Gyeongsangbuk-do, KR",exact,100.0
"Cedars Sinai Medical Center, Los Angeles, CA, USA","Cedars Sinai Medical Center, Los Angeles, CA, USA",exact,100.0
"Center for Academic Computing, Pennslyvania State University, USA","Center for Academic Computing, Pennslyvania State University, USA",exact,100.0
"Center for Adv. Studies, Cagliari, Italy","Center for Adv. Studies, Cagliari, Italy",exact,100.0
"Center for Advanced Decision Support in Water and Environmental, Systems and Department of Computer Science, University of Colorado, Boulder, CO, USA","Center for Advanced Decision Support in Water and Environmental, Systems and Department of Computer Science, University of Colorado, Boulder, CO, USA",exact,100.0
"Center for Advanced Information Processing Rutgers, State University of New Jersey, USA","Center for Advanced Information Processing Rutgers, State University of New Jersey, USA",exact,100.0
"Center for Advanced Scientific Computing, Lawrence Livemore National Laboratory, Livermore, CA, USA","Center for Advanced Scientific Computing, Lawrence Livemore National Laboratory, Livermore, CA, USA",exact,100.0
"Center for Advanced Studies, CRS4, Research and Development in Sardinia, Cagliari, Italy","Center for Advanced Studies, CRS4, Research and Development in Sardinia, Cagliari, Italy",exact,100.0
"Center for Advanced Studies, IBM France, France","Center for Advanced Studies, IBM France, France",exact,100.0
"Center for Applied Scientific Computing (CASC), Lawrence Livermore National Laboratory, USA","Center for Applied Scientific Computing (CASC), Lawrence Livermore National Laboratory, USA",exact,100.0
"Center for Applied Scientific Computing CASC, Lawrence Livemore National Laboratory, Livermore, CA, USA","Center for Applied Scientific Computing CASC, Lawrence Livemore National Laboratory, Livermore, CA, USA",exact,100.0
"Center for Applied Scientific Computing, Laurence Livermore National Laboratory, USA","Center for Applied Scientific Computing, Laurence Livermore National Laboratory, USA",exact,100.0
"Center for Applied Scientific Computing, Lawrence Livemore National Laboratory, Livermore, CA, USA","Center for Applied Scientific Computing, Lawrence Livemore National Laboratory, Livermore, CA, USA",exact,100.0
"Center for Applied Scientific Computing, Lawrence Livemore National Laboratory, USA","Center for Applied Scientific Computing, Lawrence Livemore National Laboratory, USA",exact,100.0
"Center for Applied Scientific Computing, Lawrence Livermore National Laboratory","Center for Applied Scientific Computing, Lawrence Livermore National Laboratory",exact,100.0
"Center for Applied Scientific Computing, Lawrence Livermore National Laboratory, Livermore, CA, USA","Center for Applied Scientific Computing, Lawrence Livermore National Laboratory, Livermore, CA, USA",exact,100.0
"Center for BioInformatics, NASA Ames Research Center, USA","Center for BioInformatics, NASA Ames Research Center, USA",exact,100.0
Center for Brain Science at Harvard University,Center for Brain Science at Harvard University,exact,100.0
"Center for Brain Science, Harvard University","Center for Brain Science, Harvard University",exact,100.0
"Center for Brain Science, Harvard University, USA","Center for Brain Science, Harvard University, USA",exact,100.0
"Center for Civil Systems, MITRE Corporation, McLean, VA, USA","Center for Civil Systems, MITRE Corporation, McLean, VA, USA",exact,100.0
"Center for Coastal and Ocean Mapping, University of New Hampshire, USA","Center for Coastal and Ocean Mapping, University of New Hampshire, USA",exact,100.0
"Center for Complex Systems and Visualization, University of Brethemen, Bremen, Germany","Center for Complex Systems and Visualization, University of Brethemen, Bremen, Germany",exact,100.0
"Center for Computational Engineering, Sandia National Laboratories, Livermore, CA, USA","Center for Computational Engineering, Sandia National Laboratories, Livermore, CA, USA",exact,100.0
"Center for Computational Fluid Dynamics, George Mason University, Fairfax, Virginia, USA","Center for Computational Fluid Dynamics, George Mason University, Fairfax, Virginia, USA",exact,100.0
"Center for Computational Science and Engineering, Peking University and Key Laboratory of Machine Perception (Ministry of Education), Pekina University","Center for Computational Science and Engineering, Peking University and Key Laboratory of Machine Perception (Ministry of Education), Pekina University",exact,100.0
"Center for Computational Science and Engineering, Peking University, China","Center for Computational Science and Engineering, Peking University, China",exact,100.0
"Center for Computational Visualization, University of Texas, Austin, Austin, TX, USA","Center for Computational Visualization, University of Texas, Austin, Austin, TX, USA",exact,100.0
"Center for Computationd Visudization, University of Texas, Austin, USA","Center for Computationd Visudization, University of Texas, Austin, USA",exact,100.0
"Center for Computerized Legal Research, Pace University, White Plains, NY, USA","Center for Computerized Legal Research, Pace University, White Plains, NY, USA",exact,100.0
"Center for Die Casting, Ohio State Uinversity, USA","Center for Die Casting, Ohio State Uinversity, USA",exact,100.0
"Center for Educational Computing Initiatives, Massachusetts Institute of Technology, Cambridge, MA, USA","Center for Educational Computing Initiatives, Massachusetts Institute of Technology, Cambridge, MA, USA",exact,100.0
"Center for Fluid Mechanics Applied Math, Brown University, Providence, RI, USA","Center for Fluid Mechanics Applied Math, Brown University, Providence, RI, USA",exact,100.0
"Center for Graphics and Geometric Computing, The Faculty of Computer Science, Technion-Israel Institute of Technology, Israel","Center for Graphics and Geometric Computing, The Faculty of Computer Science, Technion-Israel Institute of Technology, Israel",exact,100.0
"Center for HCI, Virginia Polytechnic Institute and State University, USA","Center for HCI, Virginia Polytechnic Institute and State University, USA",exact,100.0
"Center for High Performance Computing and Department of Computer Science, University of Utah, USA","Center for High Performance Computing and Department of Computer Science, University of Utah, USA",exact,100.0
"Center for High Performance Computing, The University of New Mexico, USA","Center for High Performance Computing, The University of New Mexico, USA",exact,100.0
"Center for High Performance Computing, University of Utah, USA","Center for High Performance Computing, University of Utah, USA",exact,100.0
"Center for Human Computer Interaction Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA","Center for Human Computer Interaction Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",exact,100.0
"Center for Human Computer Interaction, Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA","Center for Human Computer Interaction Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",exact,100.0
"Center for Human-Computer Interaction Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA","Center for Human Computer Interaction Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",exact,100.0
"Center for Image Processing and Integrated Computing (CIPIC), Computer Science Department, University of California, Davis, USA","Center for Image Processing and Integrated Computing (CIPIC), Computer Science Department, University of California, Davis, USA",exact,100.0
"Center for Image Processing and Integrated Computing CIPIC Department of Computer Science, University of California, Davis, CA, USA","Center for Image Processing and Integrated Computing CIPIC Department of Computer Science, University of California, Davis, CA, USA",exact,100.0
"Center for Image Processing and Integrated Computing Department of Computer Science, University of California, Davis, CA, USA","Center for Image Processing and Integrated Computing Department of Computer Science, University of California, Davis, CA, USA",exact,100.0
"Center for Image Processing and Integrated Computing, Department of Computer Science, University of California, Davis, CA, USA","Center for Image Processing and Integrated Computing Department of Computer Science, University of California, Davis, CA, USA",exact,100.0
"Center for Image Processing and Integrated Computing, Department of Computer Science, University of California, Davis, USA","Center for Image Processing and Integrated Computing, Department of Computer Science, University of California, Davis, USA",exact,100.0
